publisher,metric,count
Elsevier BV,FsF-A1-03D,2731
Elsevier BV,FsF-R1-01MD,2731
Elsevier BV,FsF-R1.1-01M,2731
Elsevier BV,FsF-R1.3-02D,2731
American Society of Hematology,FsF-F3-01M,214
American Society of Hematology,FsF-F4-01M,125
American Society of Hematology,FsF-A1-01M,214
American Society of Hematology,FsF-A1-03D,214
American Society of Hematology,FsF-R1-01MD,125
American Society of Hematology,FsF-R1.1-01M,214
American Society of Hematology,FsF-R1.3-02D,214
American Society for Microbiology,FsF-F3-01M,122
American Society for Microbiology,FsF-F4-01M,103
American Society for Microbiology,FsF-A1-01M,103
American Society for Microbiology,FsF-A1-03D,122
American Society for Microbiology,FsF-R1-01MD,103
American Society for Microbiology,FsF-R1.1-01M,122
American Society for Microbiology,FsF-R1.3-02D,122
American Association for Cancer Research (AACR),FsF-F3-01M,211
American Association for Cancer Research (AACR),FsF-F4-01M,144
American Association for Cancer Research (AACR),FsF-A1-01M,211
American Association for Cancer Research (AACR),FsF-A1-03D,211
American Association for Cancer Research (AACR),FsF-R1-01MD,144
American Association for Cancer Research (AACR),FsF-R1.1-01M,211
American Association for Cancer Research (AACR),FsF-R1.3-02D,211
Cold Spring Harbor Laboratory,FsF-F3-01M,82
Cold Spring Harbor Laboratory,FsF-A1-01M,82
Cold Spring Harbor Laboratory,FsF-A1-03D,82
Cold Spring Harbor Laboratory,FsF-R1-01MD,82
Cold Spring Harbor Laboratory,FsF-R1.1-01M,82
Cold Spring Harbor Laboratory,FsF-R1.3-02D,82
Cold Spring Harbor Laboratory,FsF-F4-01M,22
Cold Spring Harbor Laboratory,FsF-I3-01M,16
American Society of Clinical Oncology (ASCO),FsF-F3-01M,43
American Society of Clinical Oncology (ASCO),FsF-F4-01M,39
American Society of Clinical Oncology (ASCO),FsF-A1-01M,39
American Society of Clinical Oncology (ASCO),FsF-A1-03D,43
American Society of Clinical Oncology (ASCO),FsF-R1-01MD,39
American Society of Clinical Oncology (ASCO),FsF-R1.1-01M,43
American Society of Clinical Oncology (ASCO),FsF-R1.3-02D,43
Informa UK Limited,FsF-F3-01M,62
Informa UK Limited,FsF-F4-01M,60
Informa UK Limited,FsF-A1-01M,62
Informa UK Limited,FsF-A1-03D,62
Informa UK Limited,FsF-R1-01MD,60
Informa UK Limited,FsF-R1.1-01M,62
Informa UK Limited,FsF-R1.3-02D,62
Rockefeller University Press,FsF-F3-01M,173
Rockefeller University Press,FsF-F4-01M,31
Rockefeller University Press,FsF-A1-01M,173
Rockefeller University Press,FsF-A1-03D,173
Rockefeller University Press,FsF-R1-01MD,31
Rockefeller University Press,FsF-R1.1-01M,173
Rockefeller University Press,FsF-R1.3-02D,173
Annual Reviews,FsF-F3-01M,52
Annual Reviews,FsF-A1-01M,52
Annual Reviews,FsF-A1-03D,52
Annual Reviews,FsF-R1.1-01M,52
Annual Reviews,FsF-R1.3-02D,52
Annual Reviews,FsF-I3-01M,8
Oxford University Press (OUP),FsF-F3-01M,614
Oxford University Press (OUP),FsF-F4-01M,119
Oxford University Press (OUP),FsF-A1-01M,614
Oxford University Press (OUP),FsF-A1-03D,614
Oxford University Press (OUP),FsF-R1-01MD,119
Oxford University Press (OUP),FsF-R1.1-01M,614
Oxford University Press (OUP),FsF-R1.3-02D,614
Multidisciplinary Digital Publishing Institute,FsF-F3-01M,165
Multidisciplinary Digital Publishing Institute,FsF-A1-01M,165
Multidisciplinary Digital Publishing Institute,FsF-A1-03D,165
Multidisciplinary Digital Publishing Institute,FsF-R1.1-01M,165
Multidisciplinary Digital Publishing Institute,FsF-R1.3-02D,165
MDPI,FsF-F3-01M,55
MDPI,FsF-A1-01M,55
MDPI,FsF-A1-03D,55
MDPI,FsF-R1.1-01M,55
MDPI,FsF-R1.3-02D,55
MDPI AG,FsF-F3-01M,66
MDPI AG,FsF-A1-01M,66
MDPI AG,FsF-A1-03D,66
MDPI AG,FsF-R1.1-01M,66
MDPI AG,FsF-R1.3-02D,66
The Endocrine Society,FsF-F3-01M,13
The Endocrine Society,FsF-A1-01M,13
The Endocrine Society,FsF-A1-03D,13
The Endocrine Society,FsF-R1.1-01M,13
The Endocrine Society,FsF-R1.3-02D,13
The Endocrine Society,FsF-F4-01M,7
The Endocrine Society,FsF-R1-01MD,7
Kluwer Academic Publishers,FsF-F3-01M,64
Kluwer Academic Publishers,FsF-A1-03D,64
Kluwer Academic Publishers,FsF-R1.1-01M,64
Kluwer Academic Publishers,FsF-R1.3-02D,64
Public Library of Science,FsF-F3-01M,203
Public Library of Science,FsF-A1-01M,203
Public Library of Science,FsF-A1-03D,203
Public Library of Science,FsF-R1.1-01M,203
Public Library of Science,FsF-R1.3-02D,203
Public Library of Science (PLoS),FsF-F3-01M,286
Public Library of Science (PLoS),FsF-A1-01M,286
Public Library of Science (PLoS),FsF-A1-03D,286
Public Library of Science (PLoS),FsF-R1.1-01M,286
Public Library of Science (PLoS),FsF-R1.3-02D,286
Cambridge University Press,FsF-F3-01M,38
Cambridge University Press,FsF-A1-01M,38
Cambridge University Press,FsF-A1-03D,38
Cambridge University Press,FsF-R1.1-01M,38
Cambridge University Press,FsF-R1.3-02D,38
Cambridge Core,FsF-F3-01M,38
Cambridge Core,FsF-A1-01M,38
Cambridge Core,FsF-A1-03D,38
Cambridge Core,FsF-R1.1-01M,38
Cambridge Core,FsF-R1.3-02D,38
Cambridge University Press (CUP),FsF-F3-01M,34
Cambridge University Press (CUP),FsF-A1-01M,34
Cambridge University Press (CUP),FsF-A1-03D,34
Cambridge University Press (CUP),FsF-R1.1-01M,34
Cambridge University Press (CUP),FsF-R1.3-02D,34
Springer-Verlag,FsF-F3-01M,464
Springer-Verlag,FsF-A1-03D,464
Springer-Verlag,FsF-R1.1-01M,438
Springer-Verlag,FsF-R1.3-02D,464
American Diabetes Association,FsF-F3-01M,39
American Diabetes Association,FsF-A1-01M,39
American Diabetes Association,FsF-A1-03D,39
American Diabetes Association,FsF-R1.1-01M,39
American Diabetes Association,FsF-R1.3-02D,39
American Diabetes Association,FsF-F4-01M,7
American Diabetes Association,FsF-R1-01MD,7
The Company of Biologists,FsF-F3-01M,226
The Company of Biologists,FsF-F4-01M,16
The Company of Biologists,FsF-A1-01M,226
The Company of Biologists,FsF-A1-03D,226
The Company of Biologists,FsF-R1-01MD,16
The Company of Biologists,FsF-R1.1-01M,226
The Company of Biologists,FsF-R1.3-02D,226
Proceedings of the National Academy of Sciences,FsF-F3-01M,61
Proceedings of the National Academy of Sciences,FsF-F4-01M,47
Proceedings of the National Academy of Sciences,FsF-A1-01M,60
Proceedings of the National Academy of Sciences,FsF-A1-03D,61
Proceedings of the National Academy of Sciences,FsF-R1-01MD,47
Proceedings of the National Academy of Sciences,FsF-R1.1-01M,61
Proceedings of the National Academy of Sciences,FsF-R1.3-02D,61
American Physiological Society,FsF-F3-01M,3
American Physiological Society,FsF-F4-01M,3
American Physiological Society,FsF-A1-01M,3
American Physiological Society,FsF-A1-03D,3
American Physiological Society,FsF-R1-01MD,3
American Physiological Society,FsF-R1.1-01M,3
American Physiological Society,FsF-R1.3-02D,3
Oncotarget,FsF-F3-01M,52
Oncotarget,FsF-A1-01M,52
Oncotarget,FsF-A1-03D,52
Oncotarget,FsF-R1.3-02D,52
Impact Journals,FsF-F3-01M,52
Impact Journals,FsF-A1-01M,52
Impact Journals,FsF-A1-03D,52
Impact Journals,FsF-R1.3-02D,52
IOP Publishing,FsF-F3-01M,36
IOP Publishing,FsF-F4-01M,36
IOP Publishing,FsF-A1-01M,36
IOP Publishing,FsF-A1-03D,36
IOP Publishing,FsF-R1-01MD,36
IOP Publishing,FsF-R1.1-01M,36
IOP Publishing,FsF-R1.3-02D,36
LWW,FsF-F3-01M,202
LWW,FsF-F4-01M,202
LWW,FsF-A1-01M,202
LWW,FsF-A1-03D,202
LWW,FsF-R1.1-01M,202
LWW,FsF-R1.3-02D,202
LWW,FsF-I3-01M,84
Ovid Technologies (Wolters Kluwer Health),FsF-F3-01M,270
Ovid Technologies (Wolters Kluwer Health),FsF-F4-01M,268
Ovid Technologies (Wolters Kluwer Health),FsF-A1-01M,268
Ovid Technologies (Wolters Kluwer Health),FsF-A1-03D,270
Ovid Technologies (Wolters Kluwer Health),FsF-R1.1-01M,268
Ovid Technologies (Wolters Kluwer Health),FsF-R1.3-02D,270
Ovid Technologies (Wolters Kluwer Health),FsF-R1-01MD,32
American Psychological Association (APA),FsF-F3-01M,2
American Psychological Association (APA),FsF-F4-01M,2
American Psychological Association (APA),FsF-A1-01M,2
American Psychological Association (APA),FsF-A1-03D,2
American Psychological Association (APA),FsF-R1-01MD,2
American Psychological Association (APA),FsF-R1.1-01M,2
American Psychological Association (APA),FsF-R1.3-02D,2
The Rockefeller University Press,FsF-F3-01M,106
The Rockefeller University Press,FsF-A1-01M,106
The Rockefeller University Press,FsF-A1-03D,106
The Rockefeller University Press,FsF-R1.1-01M,106
The Rockefeller University Press,FsF-R1.3-02D,106
The Rockefeller University Press,FsF-I3-01M,7
Springer US,FsF-F3-01M,82
Springer US,FsF-A1-03D,82
Springer US,FsF-R1.1-01M,76
Springer US,FsF-R1.3-02D,82
Springer US,FsF-A1-01M,16
American Association for the Advancement of Science (AAAS),FsF-F3-01M,49
American Association for the Advancement of Science (AAAS),FsF-F4-01M,43
American Association for the Advancement of Science (AAAS),FsF-A1-01M,43
American Association for the Advancement of Science (AAAS),FsF-A1-03D,49
American Association for the Advancement of Science (AAAS),FsF-R1-01MD,43
American Association for the Advancement of Science (AAAS),FsF-R1.1-01M,49
American Association for the Advancement of Science (AAAS),FsF-R1.3-02D,49
American Association for Cancer Research,FsF-F3-01M,188
American Association for Cancer Research,FsF-A1-01M,188
American Association for Cancer Research,FsF-A1-03D,188
American Association for Cancer Research,FsF-R1.1-01M,188
American Association for Cancer Research,FsF-R1.3-02D,188
Massachusetts Medical Society,FsF-F3-01M,62
Massachusetts Medical Society,FsF-A1-03D,62
Massachusetts Medical Society,FsF-R1.1-01M,57
Massachusetts Medical Society,FsF-R1.3-02D,62
Massachusetts Medical Society,FsF-F4-01M,5
Massachusetts Medical Society,FsF-A1-01M,5
Massachusetts Medical Society,FsF-R1-01MD,5
The New England Journal of Medicine,FsF-F3-01M,22
The New England Journal of Medicine,FsF-A1-03D,22
The New England Journal of Medicine,FsF-R1.1-01M,22
The New England Journal of Medicine,FsF-R1.3-02D,22
"eLife Sciences Publications, Ltd",FsF-F3-01M,54
"eLife Sciences Publications, Ltd",FsF-A1-03D,54
"eLife Sciences Publications, Ltd",FsF-R1.1-01M,54
"eLife Sciences Publications, Ltd",FsF-R1.3-02D,54
eLife Sciences Publications Limited,FsF-F3-01M,18
eLife Sciences Publications Limited,FsF-A1-03D,18
eLife Sciences Publications Limited,FsF-R1.1-01M,18
eLife Sciences Publications Limited,FsF-R1.3-02D,18
eLife,FsF-F3-01M,18
eLife,FsF-A1-03D,18
eLife,FsF-R1.1-01M,18
eLife,FsF-R1.3-02D,18
BioScientifica,FsF-F3-01M,6
BioScientifica,FsF-A1-01M,6
BioScientifica,FsF-A1-03D,6
BioScientifica,FsF-I3-01M,6
BioScientifica,FsF-R1.1-01M,6
BioScientifica,FsF-R1.3-02D,6
erc,FsF-F3-01M,12
erc,FsF-A1-01M,12
erc,FsF-A1-03D,12
erc,FsF-I3-01M,12
erc,FsF-R1.1-01M,12
erc,FsF-R1.3-02D,12
Frontiers,FsF-F3-01M,132
Frontiers,FsF-A1-01M,132
Frontiers,FsF-A1-03D,132
Frontiers,FsF-R1.1-01M,132
Frontiers,FsF-R1.3-02D,132
Frontiers,FsF-I3-01M,68
Frontiers Media SA,FsF-F3-01M,65
Frontiers Media SA,FsF-A1-01M,65
Frontiers Media SA,FsF-A1-03D,65
Frontiers Media SA,FsF-R1.1-01M,65
Frontiers Media SA,FsF-R1.3-02D,65
Frontiers Media SA,FsF-F4-01M,1
Frontiers Media SA,FsF-R1-01MD,1
American Society for Clinical Investigation,FsF-F3-01M,269
American Society for Clinical Investigation,FsF-A1-01M,269
American Society for Clinical Investigation,FsF-A1-03D,269
American Society for Clinical Investigation,FsF-R1.1-01M,269
American Society for Clinical Investigation,FsF-R1.3-02D,269
American Society for Clinical Investigation,FsF-I3-01M,6
Institute of Electrical and Electronics Engineers (IEEE),FsF-F3-01M,26
Institute of Electrical and Electronics Engineers (IEEE),FsF-F4-01M,26
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-01M,26
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-03D,26
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1-01MD,26
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.1-01M,26
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.3-02D,26
Society for Neuroscience,FsF-F3-01M,32
Society for Neuroscience,FsF-A1-01M,32
Society for Neuroscience,FsF-A1-03D,32
Society for Neuroscience,FsF-R1-01MD,32
Society for Neuroscience,FsF-R1.1-01M,32
Society for Neuroscience,FsF-R1.3-02D,32
Society for Neuroscience,FsF-F4-01M,2
BMJ,FsF-F3-01M,70
BMJ,FsF-A1-01M,70
BMJ,FsF-A1-03D,70
BMJ,FsF-R1-01MD,70
BMJ,FsF-R1.1-01M,70
BMJ,FsF-R1.3-02D,70
BMJ,FsF-F4-01M,9
Kluwer Academic Publishers-Plenum Publishers,FsF-F3-01M,12
Kluwer Academic Publishers-Plenum Publishers,FsF-A1-03D,12
Kluwer Academic Publishers-Plenum Publishers,FsF-R1.1-01M,12
Kluwer Academic Publishers-Plenum Publishers,FsF-R1.3-02D,12
Springer Nature Switzerland,FsF-F3-01M,1
Springer Nature Switzerland,FsF-A1-01M,1
Springer Nature Switzerland,FsF-A1-03D,1
Springer Nature Switzerland,FsF-R1.1-01M,1
Springer Nature Switzerland,FsF-R1.3-02D,1
"Springer, Cham",FsF-F3-01M,11
"Springer, Cham",FsF-A1-01M,6
"Springer, Cham",FsF-A1-03D,11
"Springer, Cham",FsF-R1.1-01M,11
"Springer, Cham",FsF-R1.3-02D,11
"John Wiley & Sons, Ltd",FsF-F3-01M,33
"John Wiley & Sons, Ltd",FsF-A1-01M,33
"John Wiley & Sons, Ltd",FsF-A1-03D,33
"John Wiley & Sons, Ltd",FsF-R1.1-01M,33
"John Wiley & Sons, Ltd",FsF-R1.3-02D,33
"John Wiley & Sons, Ltd",FsF-I3-01M,18
"John Wiley & Sons, Ltd",FsF-I1-01M,2
"John Wiley & Sons, Ltd",FsF-I2-01M,2
Analytical Science Journals,FsF-F3-01M,1
Analytical Science Journals,FsF-A1-01M,1
Analytical Science Journals,FsF-A1-03D,1
Analytical Science Journals,FsF-R1.1-01M,1
Analytical Science Journals,FsF-R1.3-02D,1
Steinkopff-Verlag,FsF-F3-01M,8
Steinkopff-Verlag,FsF-A1-03D,8
Steinkopff-Verlag,FsF-R1.1-01M,8
Steinkopff-Verlag,FsF-R1.3-02D,8
AIP Publishing,FsF-F3-01M,21
AIP Publishing,FsF-A1-01M,21
AIP Publishing,FsF-A1-03D,21
AIP Publishing,FsF-R1.1-01M,21
AIP Publishing,FsF-R1.3-02D,21
AIP Publishing,FsF-F4-01M,1
AIP Publishing,FsF-R1-01MD,1
Springer International Publishing,FsF-F3-01M,61
Springer International Publishing,FsF-A1-03D,61
Springer International Publishing,FsF-R1.3-02D,61
Springer International Publishing,FsF-R1.1-01M,53
Springer International Publishing,FsF-A1-01M,19
Springer International Publishing,FsF-I3-01M,2
Ivyspring International Publisher,FsF-F3-01M,27
Ivyspring International Publisher,FsF-F4-01M,27
Ivyspring International Publisher,FsF-A1-01M,27
Ivyspring International Publisher,FsF-A1-03D,27
Ivyspring International Publisher,FsF-I3-01M,12
Ivyspring International Publisher,FsF-R1-01MD,27
Ivyspring International Publisher,FsF-R1.1-01M,27
Ivyspring International Publisher,FsF-R1.3-02D,27
Radiation Research Society,FsF-F3-01M,4
Radiation Research Society,FsF-A1-01M,4
Radiation Research Society,FsF-A1-03D,4
Radiation Research Society,FsF-R1.1-01M,4
Radiation Research Society,FsF-R1.3-02D,4
BioOne Complete,FsF-F3-01M,1
BioOne Complete,FsF-A1-01M,1
BioOne Complete,FsF-A1-03D,1
BioOne Complete,FsF-R1.1-01M,1
BioOne Complete,FsF-R1.3-02D,1
© Georg Thieme Verlag Stuttgart · New York,FsF-F3-01M,4
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-01M,4
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-03D,4
© Georg Thieme Verlag Stuttgart · New York,FsF-I3-01M,2
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.1-01M,4
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.3-02D,4
"John Wiley & Sons, LtdChichester, UK",FsF-F3-01M,65
"John Wiley & Sons, LtdChichester, UK",FsF-A1-03D,65
"John Wiley & Sons, LtdChichester, UK",FsF-R1.1-01M,65
"John Wiley & Sons, LtdChichester, UK",FsF-R1.3-02D,65
The EMBO Journal,FsF-F3-01M,65
The EMBO Journal,FsF-A1-03D,65
The EMBO Journal,FsF-R1.1-01M,65
The EMBO Journal,FsF-R1.3-02D,65
Radiological Society of North America,FsF-F3-01M,16
Radiological Society of North America,FsF-A1-03D,16
Radiological Society of North America,FsF-R1.1-01M,16
Radiological Society of North America,FsF-R1.3-02D,16
Radiological Society of North America,FsF-A1-01M,7
Radiology,FsF-F3-01M,29
Radiology,FsF-A1-03D,29
Radiology,FsF-R1.1-01M,29
Radiology,FsF-R1.3-02D,29
Radiology,FsF-A1-01M,14
Radiological Society of North America (RSNA),FsF-F3-01M,35
Radiological Society of North America (RSNA),FsF-A1-03D,35
Radiological Society of North America (RSNA),FsF-R1.1-01M,35
Radiological Society of North America (RSNA),FsF-R1.3-02D,35
Radiological Society of North America (RSNA),FsF-A1-01M,19
Radiological Society of North America (RSNA),FsF-F4-01M,5
Radiological Society of North America (RSNA),FsF-R1-01MD,5
American Medical Association (AMA),FsF-F3-01M,26
American Medical Association (AMA),FsF-F4-01M,18
American Medical Association (AMA),FsF-A1-01M,26
American Medical Association (AMA),FsF-A1-03D,26
American Medical Association (AMA),FsF-R1-01MD,18
American Medical Association (AMA),FsF-R1.1-01M,26
American Medical Association (AMA),FsF-R1.3-02D,26
Birkhäuser-Verlag,FsF-F3-01M,6
Birkhäuser-Verlag,FsF-A1-03D,6
Birkhäuser-Verlag,FsF-R1.1-01M,6
Birkhäuser-Verlag,FsF-R1.3-02D,6
De Gruyter,FsF-F3-01M,45
De Gruyter,FsF-A1-03D,45
De Gruyter,FsF-I3-01M,27
De Gruyter,FsF-R1.1-01M,45
De Gruyter,FsF-R1.3-02D,45
Ferrata Storti Foundation (Haematologica),FsF-F3-01M,18
Ferrata Storti Foundation (Haematologica),FsF-A1-03D,18
Ferrata Storti Foundation (Haematologica),FsF-R1.1-01M,18
Ferrata Storti Foundation (Haematologica),FsF-R1.3-02D,18
JSTOR,FsF-F3-01M,2
JSTOR,FsF-A1-01M,2
JSTOR,FsF-A1-03D,2
JSTOR,FsF-R1-01MD,2
JSTOR,FsF-R1.1-01M,2
JSTOR,FsF-R1.3-02D,2
American Chemical Society (ACS),FsF-F3-01M,45
American Chemical Society (ACS),FsF-F4-01M,43
American Chemical Society (ACS),FsF-A1-01M,43
American Chemical Society (ACS),FsF-A1-03D,45
American Chemical Society (ACS),FsF-R1-01MD,43
American Chemical Society (ACS),FsF-R1.1-01M,45
American Chemical Society (ACS),FsF-R1.3-02D,45
American Association of Immunologists,FsF-F3-01M,91
American Association of Immunologists,FsF-A1-01M,91
American Association of Immunologists,FsF-A1-03D,91
American Association of Immunologists,FsF-R1.1-01M,91
American Association of Immunologists,FsF-R1.3-02D,91
Bentham Science Publishers Ltd.,FsF-F3-01M,14
Bentham Science Publishers Ltd.,FsF-A1-01M,14
Bentham Science Publishers Ltd.,FsF-A1-03D,14
Bentham Science Publishers Ltd.,FsF-R1.1-01M,14
Bentham Science Publishers Ltd.,FsF-R1.3-02D,14
© Georg Thieme Verlag KG Stuttgart · New York,FsF-F3-01M,4
© Georg Thieme Verlag KG Stuttgart · New York,FsF-A1-01M,4
© Georg Thieme Verlag KG Stuttgart · New York,FsF-A1-03D,4
© Georg Thieme Verlag KG Stuttgart · New York,FsF-I3-01M,3
© Georg Thieme Verlag KG Stuttgart · New York,FsF-R1.1-01M,4
© Georg Thieme Verlag KG Stuttgart · New York,FsF-R1.3-02D,4
Springer Basel,FsF-F3-01M,2
Springer Basel,FsF-A1-03D,2
Springer Basel,FsF-R1.1-01M,2
Springer Basel,FsF-R1.3-02D,2
Spandidos Publications,FsF-F3-01M,24
Spandidos Publications,FsF-F4-01M,24
Spandidos Publications,FsF-A1-01M,24
Spandidos Publications,FsF-A1-03D,24
Spandidos Publications,FsF-I3-01M,6
Spandidos Publications,FsF-R1-01MD,24
Spandidos Publications,FsF-R1.1-01M,24
Spandidos Publications,FsF-R1.3-02D,24
"Springer, Berlin, Heidelberg",FsF-F3-01M,25
"Springer, Berlin, Heidelberg",FsF-A1-01M,22
"Springer, Berlin, Heidelberg",FsF-A1-03D,25
"Springer, Berlin, Heidelberg",FsF-R1.1-01M,25
"Springer, Berlin, Heidelberg",FsF-R1.3-02D,25
Mary Ann Liebert Inc,FsF-F3-01M,18
Mary Ann Liebert Inc,FsF-F4-01M,6
Mary Ann Liebert Inc,FsF-A1-01M,12
Mary Ann Liebert Inc,FsF-A1-03D,18
Mary Ann Liebert Inc,FsF-R1-01MD,6
Mary Ann Liebert Inc,FsF-R1.1-01M,18
Mary Ann Liebert Inc,FsF-R1.3-02D,18
SAGE Publications,FsF-F3-01M,17
SAGE Publications,FsF-F4-01M,11
SAGE Publications,FsF-A1-01M,11
SAGE Publications,FsF-A1-03D,17
SAGE Publications,FsF-R1-01MD,11
SAGE Publications,FsF-R1.1-01M,17
SAGE Publications,FsF-R1.3-02D,17
Portland Press,FsF-F3-01M,28
Portland Press,FsF-A1-01M,28
Portland Press,FsF-A1-03D,28
Portland Press,FsF-R1.1-01M,28
Portland Press,FsF-R1.3-02D,28
"Impact Journals, LLC",FsF-F3-01M,50
"Impact Journals, LLC",FsF-A1-01M,50
"Impact Journals, LLC",FsF-A1-03D,50
"Impact Journals, LLC",FsF-R1.3-02D,50
"Impact Journals, LLC",FsF-R1.1-01M,6
"Springer, Boston, MA",FsF-F3-01M,4
"Springer, Boston, MA",FsF-A1-01M,4
"Springer, Boston, MA",FsF-A1-03D,4
"Springer, Boston, MA",FsF-R1.1-01M,4
"Springer, Boston, MA",FsF-R1.3-02D,4
Walter de Gruyter GmbH,FsF-F3-01M,14
Walter de Gruyter GmbH,FsF-A1-03D,14
Walter de Gruyter GmbH,FsF-R1.1-01M,14
Walter de Gruyter GmbH,FsF-R1.3-02D,14
Walter de Gruyter GmbH,FsF-A1-01M,2
joe,FsF-F3-01M,1
joe,FsF-A1-01M,1
joe,FsF-A1-03D,1
joe,FsF-I3-01M,1
joe,FsF-R1.1-01M,1
joe,FsF-R1.3-02D,1
Georg Thieme Verlag KG,FsF-F3-01M,22
Georg Thieme Verlag KG,FsF-A1-01M,22
Georg Thieme Verlag KG,FsF-A1-03D,22
Georg Thieme Verlag KG,FsF-R1.1-01M,22
Georg Thieme Verlag KG,FsF-R1.3-02D,22
Optica Publishing Group,FsF-F3-01M,14
Optica Publishing Group,FsF-A1-03D,14
Optica Publishing Group,FsF-R1.1-01M,14
Optica Publishing Group,FsF-R1.3-02D,14
Optica Publishing Group,FsF-F4-01M,12
Optica Publishing Group,FsF-A1-01M,12
Optica Publishing Group,FsF-R1-01MD,12
"American Society for Microbiology1752 N St., N.W., Washington, DC",FsF-F3-01M,3
"American Society for Microbiology1752 N St., N.W., Washington, DC",FsF-A1-03D,3
