publisher,metric,count
"John Wiley & Sons, Ltd",FsF-F3-01M,764
"John Wiley & Sons, Ltd",FsF-A1-01M,764
"John Wiley & Sons, Ltd",FsF-A1-03D,764
"John Wiley & Sons, Ltd",FsF-R1.1-01M,764
"John Wiley & Sons, Ltd",FsF-R1.3-02D,764
"John Wiley & Sons, Ltd",FsF-I3-01M,408
"John Wiley & Sons, Ltd",FsF-I1-01M,61
"John Wiley & Sons, Ltd",FsF-I2-01M,61
Wiley Online Library,FsF-F3-01M,484
Wiley Online Library,FsF-A1-01M,484
Wiley Online Library,FsF-A1-03D,484
Wiley Online Library,FsF-R1.1-01M,484
Wiley Online Library,FsF-R1.3-02D,484
Wiley Online Library,FsF-I3-01M,258
Wiley Online Library,FsF-I1-01M,50
Wiley Online Library,FsF-I2-01M,50
American Thoracic Society,FsF-F3-01M,22
American Thoracic Society,FsF-A1-03D,22
American Thoracic Society,FsF-R1-01MD,22
American Thoracic Society,FsF-R1.1-01M,22
American Thoracic Society,FsF-R1.3-02D,22
American Thoracic Society,FsF-F4-01M,5
American Thoracic Society,FsF-A1-01M,5
Frontiers,FsF-F3-01M,114
Frontiers,FsF-A1-01M,114
Frontiers,FsF-A1-03D,114
Frontiers,FsF-I3-01M,54
Frontiers,FsF-R1.1-01M,114
Frontiers,FsF-R1.3-02D,114
Springer International Publishing,FsF-F3-01M,116
Springer International Publishing,FsF-A1-03D,116
Springer International Publishing,FsF-R1.1-01M,101
Springer International Publishing,FsF-R1.3-02D,116
Springer International Publishing,FsF-A1-01M,32
Springer International Publishing,FsF-I3-01M,1
Lippincott Williams & Wilkins,FsF-F3-01M,38
Lippincott Williams & Wilkins,FsF-A1-03D,38
Lippincott Williams & Wilkins,FsF-R1.1-01M,38
Lippincott Williams & Wilkins,FsF-R1.3-02D,38
Lippincott Williams & Wilkins,FsF-A1-01M,27
Circulation,FsF-F3-01M,25
Circulation,FsF-A1-03D,25
Circulation,FsF-R1.1-01M,24
Circulation,FsF-R1.3-02D,25
Circulation,FsF-A1-01M,8
Ovid Technologies (Wolters Kluwer Health),FsF-F3-01M,220
Ovid Technologies (Wolters Kluwer Health),FsF-A1-03D,220
Ovid Technologies (Wolters Kluwer Health),FsF-R1.1-01M,220
Ovid Technologies (Wolters Kluwer Health),FsF-R1.3-02D,220
Ovid Technologies (Wolters Kluwer Health),FsF-F4-01M,184
Ovid Technologies (Wolters Kluwer Health),FsF-A1-01M,200
Ovid Technologies (Wolters Kluwer Health),FsF-R1-01MD,16
American Society for Microbiology,FsF-F3-01M,179
American Society for Microbiology,FsF-F4-01M,34
American Society for Microbiology,FsF-A1-01M,46
American Society for Microbiology,FsF-A1-03D,179
American Society for Microbiology,FsF-R1-01MD,34
American Society for Microbiology,FsF-R1.1-01M,179
American Society for Microbiology,FsF-R1.3-02D,179
American Association for the Advancement of Science,FsF-F3-01M,67
American Association for the Advancement of Science,FsF-A1-03D,67
American Association for the Advancement of Science,FsF-R1.1-01M,67
American Association for the Advancement of Science,FsF-R1.3-02D,67
American Association for the Advancement of Science,FsF-A1-01M,11
Science,FsF-F3-01M,52
Science,FsF-A1-03D,52
Science,FsF-R1.1-01M,52
Science,FsF-R1.3-02D,52
Science,FsF-A1-01M,11
American Association for the Advancement of Science (AAAS),FsF-F3-01M,95
American Association for the Advancement of Science (AAAS),FsF-A1-03D,95
American Association for the Advancement of Science (AAAS),FsF-R1.1-01M,95
American Association for the Advancement of Science (AAAS),FsF-R1.3-02D,95
American Association for the Advancement of Science (AAAS),FsF-F4-01M,33
American Association for the Advancement of Science (AAAS),FsF-A1-01M,37
American Association for the Advancement of Science (AAAS),FsF-R1-01MD,33
Nature Publishing Group US,FsF-F3-01M,167
Nature Publishing Group US,FsF-A1-03D,167
Nature Publishing Group US,FsF-R1.1-01M,159
Nature Publishing Group US,FsF-R1.3-02D,167
American Association for Cancer Research,FsF-F3-01M,62
American Association for Cancer Research,FsF-A1-01M,62
American Association for Cancer Research,FsF-A1-03D,62
American Association for Cancer Research,FsF-R1.1-01M,62
American Association for Cancer Research,FsF-R1.3-02D,62
Springer-Verlag,FsF-F3-01M,1029
Springer-Verlag,FsF-A1-03D,1029
Springer-Verlag,FsF-R1.1-01M,959
Springer-Verlag,FsF-R1.3-02D,1029
Springer-Verlag,FsF-A1-01M,6
Springer,FsF-F3-01M,916
Springer,FsF-A1-03D,916
Springer,FsF-R1.1-01M,762
Springer,FsF-R1.3-02D,916
SpringerLink,FsF-F3-01M,1137
SpringerLink,FsF-A1-03D,1137
SpringerLink,FsF-R1.1-01M,983
SpringerLink,FsF-R1.3-02D,1137
SpringerLink,FsF-A1-01M,197
SpringerLink,FsF-I3-01M,23
The Royal Society of Chemistry,FsF-F3-01M,210
The Royal Society of Chemistry,FsF-A1-03D,210
The Royal Society of Chemistry,FsF-R1.1-01M,210
The Royal Society of Chemistry,FsF-R1.3-02D,210
Chemistry Europe,FsF-F3-01M,28
Chemistry Europe,FsF-A1-01M,28
Chemistry Europe,FsF-A1-03D,28
Chemistry Europe,FsF-I3-01M,16
Chemistry Europe,FsF-R1.1-01M,28
Chemistry Europe,FsF-R1.3-02D,28
Chemistry Europe,FsF-I1-01M,3
Chemistry Europe,FsF-I2-01M,3
JAMA Network,FsF-F3-01M,14
JAMA Network,FsF-A1-01M,14
JAMA Network,FsF-A1-03D,14
JAMA Network,FsF-R1.1-01M,14
JAMA Network,FsF-R1.3-02D,14
American Medical Association,FsF-F3-01M,14
American Medical Association,FsF-A1-01M,14
American Medical Association,FsF-A1-03D,14
American Medical Association,FsF-R1.1-01M,14
American Medical Association,FsF-R1.3-02D,14
IEEE,FsF-F3-01M,259
IEEE,FsF-F4-01M,259
IEEE,FsF-A1-01M,259
IEEE,FsF-A1-03D,259
IEEE,FsF-I3-01M,257
IEEE,FsF-R1-01MD,259
IEEE,FsF-R1.1-01M,259
IEEE,FsF-R1.3-02D,259
American Society of Hematology,FsF-F3-01M,175
American Society of Hematology,FsF-F4-01M,62
American Society of Hematology,FsF-A1-01M,175
American Society of Hematology,FsF-A1-03D,175
American Society of Hematology,FsF-R1-01MD,62
American Society of Hematology,FsF-R1.1-01M,175
American Society of Hematology,FsF-R1.3-02D,175
British Medical Journal Publishing Group,FsF-F3-01M,24
British Medical Journal Publishing Group,FsF-A1-03D,24
British Medical Journal Publishing Group,FsF-R1.1-01M,24
British Medical Journal Publishing Group,FsF-R1.3-02D,24
The BMJ,FsF-F3-01M,10
The BMJ,FsF-A1-03D,10
The BMJ,FsF-R1.1-01M,10
The BMJ,FsF-R1.3-02D,10
Springer Berlin Heidelberg,FsF-F3-01M,579
Springer Berlin Heidelberg,FsF-A1-01M,220
Springer Berlin Heidelberg,FsF-A1-03D,579
Springer Berlin Heidelberg,FsF-R1.1-01M,378
Springer Berlin Heidelberg,FsF-R1.3-02D,579
Springer Berlin Heidelberg,FsF-I3-01M,18
"Springer, Berlin, Heidelberg",FsF-F3-01M,64
"Springer, Berlin, Heidelberg",FsF-A1-01M,54
"Springer, Berlin, Heidelberg",FsF-A1-03D,64
"Springer, Berlin, Heidelberg",FsF-R1.1-01M,64
"Springer, Berlin, Heidelberg",FsF-R1.3-02D,64
FEBS Press,FsF-F3-01M,75
FEBS Press,FsF-A1-01M,75
FEBS Press,FsF-A1-03D,75
FEBS Press,FsF-R1.1-01M,75
FEBS Press,FsF-R1.3-02D,75
FEBS Press,FsF-I3-01M,46
Massachusetts Medical Society,FsF-F3-01M,60
Massachusetts Medical Society,FsF-A1-03D,60
Massachusetts Medical Society,FsF-R1.1-01M,60
Massachusetts Medical Society,FsF-R1.3-02D,60
Massachusetts Medical Society,FsF-F4-01M,4
Massachusetts Medical Society,FsF-A1-01M,4
Massachusetts Medical Society,FsF-R1-01MD,4
The New England Journal of Medicine,FsF-F3-01M,26
The New England Journal of Medicine,FsF-A1-03D,26
The New England Journal of Medicine,FsF-R1.1-01M,26
The New England Journal of Medicine,FsF-R1.3-02D,26
Copernicus GmbH,FsF-F3-01M,86
Copernicus GmbH,FsF-F4-01M,86
Copernicus GmbH,FsF-A1-01M,86
Copernicus GmbH,FsF-A1-03D,86
Copernicus GmbH,FsF-R1-01MD,85
Copernicus GmbH,FsF-R1.1-01M,86
Copernicus GmbH,FsF-R1.3-02D,86
Copernicus GmbH,FsF-I3-01M,1
Multidisciplinary Digital Publishing Institute,FsF-F3-01M,132
Multidisciplinary Digital Publishing Institute,FsF-A1-01M,132
Multidisciplinary Digital Publishing Institute,FsF-A1-03D,132
Multidisciplinary Digital Publishing Institute,FsF-R1.1-01M,132
Multidisciplinary Digital Publishing Institute,FsF-R1.3-02D,132
MDPI,FsF-F3-01M,51
MDPI,FsF-A1-01M,51
MDPI,FsF-A1-03D,51
MDPI,FsF-R1.1-01M,51
MDPI,FsF-R1.3-02D,51
MDPI AG,FsF-F3-01M,50
MDPI AG,FsF-A1-01M,50
MDPI AG,FsF-A1-03D,50
MDPI AG,FsF-R1.1-01M,50
MDPI AG,FsF-R1.3-02D,50
The Company of Biologists,FsF-F3-01M,163
The Company of Biologists,FsF-A1-01M,163
The Company of Biologists,FsF-A1-03D,163
The Company of Biologists,FsF-R1.1-01M,163
The Company of Biologists,FsF-R1.3-02D,163
Allen Press,FsF-F3-01M,5
Allen Press,FsF-A1-01M,5
Allen Press,FsF-A1-03D,5
Allen Press,FsF-R1.1-01M,5
Allen Press,FsF-R1.3-02D,5
Operative Dentistry,FsF-F3-01M,2
Operative Dentistry,FsF-A1-01M,2
Operative Dentistry,FsF-A1-03D,2
Operative Dentistry,FsF-R1.1-01M,2
Operative Dentistry,FsF-R1.3-02D,2
LWW,FsF-F3-01M,142
LWW,FsF-F4-01M,142
LWW,FsF-A1-01M,142
LWW,FsF-A1-03D,142
LWW,FsF-R1.1-01M,142
LWW,FsF-R1.3-02D,142
LWW,FsF-I3-01M,58
Proceedings of the National Academy of Sciences,FsF-F3-01M,151
Proceedings of the National Academy of Sciences,FsF-A1-01M,96
Proceedings of the National Academy of Sciences,FsF-A1-03D,151
Proceedings of the National Academy of Sciences,FsF-R1.1-01M,151
Proceedings of the National Academy of Sciences,FsF-R1.3-02D,151
Proceedings of the National Academy of Sciences,FsF-F4-01M,25
Proceedings of the National Academy of Sciences,FsF-R1-01MD,25
PNAS,FsF-F3-01M,86
PNAS,FsF-A1-01M,53
PNAS,FsF-A1-03D,86
PNAS,FsF-R1.1-01M,86
PNAS,FsF-R1.3-02D,86
Palgrave Macmillan UK,FsF-F3-01M,2
Palgrave Macmillan UK,FsF-A1-03D,2
Palgrave Macmillan UK,FsF-R1.1-01M,2
Palgrave Macmillan UK,FsF-R1.3-02D,2
Palgrave,FsF-F3-01M,1
Palgrave,FsF-A1-03D,1
Palgrave,FsF-R1.1-01M,1
Palgrave,FsF-R1.3-02D,1
Steinkopff-Verlag,FsF-F3-01M,32
Steinkopff-Verlag,FsF-A1-03D,32
Steinkopff-Verlag,FsF-R1.1-01M,32
Steinkopff-Verlag,FsF-R1.3-02D,32
S. Karger AG,FsF-F3-01M,79
S. Karger AG,FsF-A1-01M,79
S. Karger AG,FsF-A1-03D,79
S. Karger AG,FsF-R1.1-01M,79
S. Karger AG,FsF-R1.3-02D,79
S. Karger AG,FsF-F4-01M,1
S. Karger AG,FsF-R1-01MD,1
Karger Publishers,FsF-F3-01M,42
Karger Publishers,FsF-A1-01M,42
Karger Publishers,FsF-A1-03D,42
Karger Publishers,FsF-R1.1-01M,42
Karger Publishers,FsF-R1.3-02D,42
"Springer, Cham",FsF-F3-01M,24
"Springer, Cham",FsF-A1-01M,11
"Springer, Cham",FsF-A1-03D,24
"Springer, Cham",FsF-R1.1-01M,24
"Springer, Cham",FsF-R1.3-02D,24
American Physiological Society,FsF-F3-01M,25
American Physiological Society,FsF-F4-01M,8
American Physiological Society,FsF-A1-01M,8
American Physiological Society,FsF-A1-03D,25
American Physiological Society,FsF-R1-01MD,8
American Physiological Society,FsF-R1.1-01M,25
American Physiological Society,FsF-R1.3-02D,25
Oxford University Press (OUP),FsF-F3-01M,355
Oxford University Press (OUP),FsF-F4-01M,150
Oxford University Press (OUP),FsF-A1-01M,355
Oxford University Press (OUP),FsF-A1-03D,355
Oxford University Press (OUP),FsF-R1-01MD,150
Oxford University Press (OUP),FsF-R1.1-01M,355
Oxford University Press (OUP),FsF-R1.3-02D,355
Birkhäuser-Verlag,FsF-F3-01M,14
Birkhäuser-Verlag,FsF-A1-03D,14
Birkhäuser-Verlag,FsF-R1.1-01M,14
Birkhäuser-Verlag,FsF-R1.3-02D,14
Springer Netherlands,FsF-F3-01M,120
Springer Netherlands,FsF-A1-03D,120
Springer Netherlands,FsF-R1.3-02D,120
Springer Netherlands,FsF-R1.1-01M,110
Springer Netherlands,FsF-A1-01M,47
Springer Netherlands,FsF-I3-01M,2
SAGE Publications,FsF-F3-01M,70
SAGE Publications,FsF-F4-01M,11
SAGE Publications,FsF-A1-01M,24
SAGE Publications,FsF-A1-03D,70
SAGE Publications,FsF-R1-01MD,11
SAGE Publications,FsF-R1.1-01M,58
SAGE Publications,FsF-R1.3-02D,70
Springer-Verlag Berlin Heidelberg,FsF-F3-01M,2
Springer-Verlag Berlin Heidelberg,FsF-A1-03D,2
Springer-Verlag Berlin Heidelberg,FsF-R1.1-01M,2
Springer-Verlag Berlin Heidelberg,FsF-R1.3-02D,2
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-F3-01M,14
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-A1-01M,2
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-A1-03D,14
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-R1.1-01M,12
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-R1.3-02D,14
Sage Journals,FsF-F3-01M,43
Sage Journals,FsF-A1-01M,11
Sage Journals,FsF-A1-03D,43
Sage Journals,FsF-R1.1-01M,37
Sage Journals,FsF-R1.3-02D,43
American Educational Research Association (AERA),FsF-F3-01M,3
American Educational Research Association (AERA),FsF-A1-01M,3
American Educational Research Association (AERA),FsF-A1-03D,3
American Educational Research Association (AERA),FsF-R1.1-01M,3
American Educational Research Association (AERA),FsF-R1.3-02D,3
American Educational Research Association (AERA),FsF-F4-01M,1
American Educational Research Association (AERA),FsF-R1-01MD,1
American Association for Cancer Research (AACR),FsF-F3-01M,12
American Association for Cancer Research (AACR),FsF-A1-01M,12
American Association for Cancer Research (AACR),FsF-A1-03D,12
American Association for Cancer Research (AACR),FsF-R1.1-01M,12
American Association for Cancer Research (AACR),FsF-R1.3-02D,12
American Academy of Periodontology,FsF-F3-01M,3
American Academy of Periodontology,FsF-A1-01M,3
American Academy of Periodontology,FsF-A1-03D,3
American Academy of Periodontology,FsF-R1.1-01M,3
American Academy of Periodontology,FsF-R1.3-02D,3
American Cancer Society Journals,FsF-F3-01M,5
American Cancer Society Journals,FsF-A1-01M,5
American Cancer Society Journals,FsF-A1-03D,5
American Cancer Society Journals,FsF-I1-01M,4
American Cancer Society Journals,FsF-I2-01M,4
American Cancer Society Journals,FsF-I3-01M,5
American Cancer Society Journals,FsF-R1.1-01M,5
American Cancer Society Journals,FsF-R1.3-02D,5
De Gruyter,FsF-F3-01M,120
De Gruyter,FsF-A1-03D,120
De Gruyter,FsF-I3-01M,76
De Gruyter,FsF-R1.1-01M,120
De Gruyter,FsF-R1.3-02D,120
Informa UK Limited,FsF-F3-01M,62
Informa UK Limited,FsF-F4-01M,56
Informa UK Limited,FsF-A1-01M,60
Informa UK Limited,FsF-A1-03D,62
Informa UK Limited,FsF-R1-01MD,56
Informa UK Limited,FsF-R1.1-01M,62
Informa UK Limited,FsF-R1.3-02D,62
Kluwer Academic Publishers,FsF-F3-01M,84
Kluwer Academic Publishers,FsF-A1-03D,84
Kluwer Academic Publishers,FsF-R1.1-01M,84
Kluwer Academic Publishers,FsF-R1.3-02D,84
Kluwer Academic Publishers,FsF-A1-01M,2
Springer US,FsF-F3-01M,175
Springer US,FsF-A1-03D,175
Springer US,FsF-R1.1-01M,165
Springer US,FsF-R1.3-02D,175
Springer US,FsF-A1-01M,65
Springer US,FsF-I3-01M,2
Oxford University Press,FsF-F3-01M,115
Oxford University Press,FsF-A1-01M,115
Oxford University Press,FsF-A1-03D,115
Oxford University Press,FsF-R1.1-01M,115
Oxford University Press,FsF-R1.3-02D,115
Oxford University Press,FsF-F4-01M,1
Oxford University Press,FsF-R1-01MD,1
Oxford Academic,FsF-F3-01M,114
Oxford Academic,FsF-A1-01M,114
Oxford Academic,FsF-A1-03D,114
Oxford Academic,FsF-R1.1-01M,114
Oxford Academic,FsF-R1.3-02D,114
OUP Academic,FsF-F3-01M,114
OUP Academic,FsF-A1-01M,114
OUP Academic,FsF-A1-03D,114
OUP Academic,FsF-R1.1-01M,114
OUP Academic,FsF-R1.3-02D,114
American Physical Society,FsF-F3-01M,90
American Physical Society,FsF-A1-01M,90
American Physical Society,FsF-A1-03D,90
American Physical Society,FsF-I3-01M,49
American Physical Society,FsF-R1.1-01M,90
American Physical Society,FsF-R1.3-02D,90
Physical Review Letters,FsF-F3-01M,52
Physical Review Letters,FsF-A1-01M,52
Physical Review Letters,FsF-A1-03D,52
Physical Review Letters,FsF-I3-01M,27
Physical Review Letters,FsF-R1.1-01M,52
Physical Review Letters,FsF-R1.3-02D,52
BioMed Central,FsF-F3-01M,402
BioMed Central,FsF-A1-03D,402
BioMed Central,FsF-R1.3-02D,402
BioMed Central,FsF-R1.1-01M,31
BioMed Central,FsF-A1-01M,1
BioMed Central,FsF-I3-01M,1
ACM Conferences,FsF-F3-01M,5
ACM Conferences,FsF-A1-01M,5
ACM Conferences,FsF-A1-03D,5
ACM Conferences,FsF-R1.1-01M,5
ACM Conferences,FsF-R1.3-02D,5
ACM,FsF-F3-01M,21
ACM,FsF-A1-01M,21
ACM,FsF-A1-03D,21
ACM,FsF-R1.1-01M,21
ACM,FsF-R1.3-02D,21
ACM,FsF-F4-01M,11
ACM,FsF-R1-01MD,11
ACM,FsF-I3-01M,10
"eLife Sciences Publications, Ltd",FsF-F3-01M,57
"eLife Sciences Publications, Ltd",FsF-A1-03D,57
"eLife Sciences Publications, Ltd",FsF-R1.1-01M,57
"eLife Sciences Publications, Ltd",FsF-R1.3-02D,57
eLife Sciences Publications Limited,FsF-F3-01M,19
eLife Sciences Publications Limited,FsF-A1-03D,19
eLife Sciences Publications Limited,FsF-R1.1-01M,19
eLife Sciences Publications Limited,FsF-R1.3-02D,19
eLife,FsF-F3-01M,19
eLife,FsF-A1-03D,19
eLife,FsF-R1.1-01M,19
eLife,FsF-R1.3-02D,19
American Society for Clinical Investigation,FsF-F3-01M,152
American Society for Clinical Investigation,FsF-A1-01M,152
American Society for Clinical Investigation,FsF-A1-03D,152
American Society for Clinical Investigation,FsF-I3-01M,12
American Society for Clinical Investigation,FsF-R1.1-01M,152
American Society for Clinical Investigation,FsF-R1.3-02D,152
American Chemical Society (ACS),FsF-F3-01M,196
American Chemical Society (ACS),FsF-F4-01M,54
American Chemical Society (ACS),FsF-A1-01M,64
American Chemical Society (ACS),FsF-A1-03D,196
American Chemical Society (ACS),FsF-R1-01MD,54
American Chemical Society (ACS),FsF-R1.1-01M,196
American Chemical Society (ACS),FsF-R1.3-02D,196
Brill,FsF-F3-01M,4
Brill,FsF-A1-01M,4
Brill,FsF-A1-03D,4
Brill,FsF-R1.1-01M,4
Brill,FsF-R1.3-02D,4
Brill,FsF-I3-01M,2
Walter de Gruyter GmbH,FsF-F3-01M,24
Walter de Gruyter GmbH,FsF-A1-01M,4
Walter de Gruyter GmbH,FsF-A1-03D,24
Walter de Gruyter GmbH,FsF-R1.1-01M,24
Walter de Gruyter GmbH,FsF-R1.3-02D,24
Public Library of Science,FsF-F3-01M,111
Public Library of Science,FsF-A1-01M,111
Public Library of Science,FsF-A1-03D,111
Public Library of Science,FsF-R1.1-01M,111
Public Library of Science,FsF-R1.3-02D,111
Public Library of Science (PLoS),FsF-F3-01M,188
Public Library of Science (PLoS),FsF-A1-01M,188
Public Library of Science (PLoS),FsF-A1-03D,188
Public Library of Science (PLoS),FsF-R1.1-01M,188
Public Library of Science (PLoS),FsF-R1.3-02D,188
Royal Society of Chemistry (RSC),FsF-F3-01M,109
Royal Society of Chemistry (RSC),FsF-A1-03D,109
Royal Society of Chemistry (RSC),FsF-R1.1-01M,109
Royal Society of Chemistry (RSC),FsF-R1.3-02D,109
Bone & Joint,FsF-F3-01M,2
Bone & Joint,FsF-A1-01M,2
Bone & Joint,FsF-A1-03D,2
Bone & Joint,FsF-I3-01M,1
Bone & Joint,FsF-R1.1-01M,2
Bone & Joint,FsF-R1.3-02D,2
The Rockefeller University Press,FsF-F3-01M,68
The Rockefeller University Press,FsF-A1-01M,68
The Rockefeller University Press,FsF-A1-03D,68
The Rockefeller University Press,FsF-R1.1-01M,68
The Rockefeller University Press,FsF-R1.3-02D,68
Rockefeller University Press,FsF-F3-01M,91
Rockefeller University Press,FsF-A1-01M,91
Rockefeller University Press,FsF-A1-03D,91
Rockefeller University Press,FsF-R1.1-01M,91
Rockefeller University Press,FsF-R1.3-02D,91
Rockefeller University Press,FsF-F4-01M,3
Rockefeller University Press,FsF-R1-01MD,3
© 1998 F. Enke Verlag Stuttgart,FsF-F3-01M,1
© 1998 F. Enke Verlag Stuttgart,FsF-A1-01M,1
© 1998 F. Enke Verlag Stuttgart,FsF-A1-03D,1
© 1998 F. Enke Verlag Stuttgart,FsF-R1.1-01M,1
© 1998 F. Enke Verlag Stuttgart,FsF-R1.3-02D,1
Georg Thieme Verlag KG,FsF-F3-01M,24
Georg Thieme Verlag KG,FsF-A1-01M,24
Georg Thieme Verlag KG,FsF-A1-03D,24
Georg Thieme Verlag KG,FsF-R1.1-01M,24
Georg Thieme Verlag KG,FsF-R1.3-02D,24
Urban & Vogel,FsF-F3-01M,8
Urban & Vogel,FsF-A1-03D,8
Urban & Vogel,FsF-R1.1-01M,8
Urban & Vogel,FsF-R1.3-02D,8
The National Academy of Sciences,FsF-F3-01M,11
The National Academy of Sciences,FsF-A1-03D,11
The National Academy of Sciences,FsF-R1.1-01M,11
The National Academy of Sciences,FsF-R1.3-02D,11
Edinburgh University Press,FsF-F3-01M,1
Edinburgh University Press,FsF-F4-01M,1
Edinburgh University Press,FsF-A1-01M,1
Edinburgh University Press,FsF-A1-03D,1
Edinburgh University Press,FsF-R1-01MD,1
Edinburgh University Press,FsF-R1.1-01M,1
Edinburgh University Press,FsF-R1.3-02D,1
American Chemical Society,FsF-F3-01M,121
American Chemical Society,FsF-A1-03D,121
American Chemical Society,FsF-R1.1-01M,121
American Chemical Society,FsF-R1.3-02D,121
American Chemical Society,FsF-I3-01M,51
American Chemical Society,FsF-A1-01M,9
ACS Publications,FsF-F3-01M,246
ACS Publications,FsF-A1-03D,246
ACS Publications,FsF-R1.1-01M,246
ACS Publications,FsF-R1.3-02D,246
ACS Publications,FsF-I3-01M,104
ACS Publications,FsF-A1-01M,18
Society for Neuroscience,FsF-F3-01M,241
Society for Neuroscience,FsF-A1-03D,241
Society for Neuroscience,FsF-R1.1-01M,241
Society for Neuroscience,FsF-R1.3-02D,241
Society for Neuroscience,FsF-F4-01M,1
Society for Neuroscience,FsF-A1-01M,1
Society for Neuroscience,FsF-R1-01MD,1
Journal of Neuroscience,FsF-F3-01M,71
Journal of Neuroscience,FsF-A1-03D,71
Journal of Neuroscience,FsF-R1.1-01M,71
Journal of Neuroscience,FsF-R1.3-02D,71
IOP Publishing,FsF-F3-01M,120
IOP Publishing,FsF-F4-01M,120
IOP Publishing,FsF-A1-01M,120
IOP Publishing,FsF-A1-03D,120
IOP Publishing,FsF-R1-01MD,120
IOP Publishing,FsF-R1.1-01M,120
IOP Publishing,FsF-R1.3-02D,120
The Advanced Portfolio,FsF-F3-01M,32
The Advanced Portfolio,FsF-A1-01M,32
The Advanced Portfolio,FsF-A1-03D,32
