publisher,metric,count
Elsevier BV,FsF-R1.3-02D,2798
Public Library of Science,FsF-F3-01M,305
Public Library of Science,FsF-A1-01M,305
Public Library of Science,FsF-A1-03D,305
Public Library of Science,FsF-R1.1-01M,305
Public Library of Science,FsF-R1.3-02D,305
Public Library of Science (PLoS),FsF-F3-01M,398
Public Library of Science (PLoS),FsF-A1-01M,398
Public Library of Science (PLoS),FsF-A1-03D,398
Public Library of Science (PLoS),FsF-R1.1-01M,398
Public Library of Science (PLoS),FsF-R1.3-02D,398
Society for Neuroscience,FsF-F3-01M,59
Society for Neuroscience,FsF-A1-03D,59
Society for Neuroscience,FsF-R1.1-01M,59
Society for Neuroscience,FsF-R1.3-02D,59
Society for Neuroscience,FsF-F4-01M,9
Society for Neuroscience,FsF-A1-01M,9
Society for Neuroscience,FsF-R1-01MD,9
Society for Neuroscience,FsF-I3-01M,2
Journal of Neuroscience,FsF-F3-01M,14
Journal of Neuroscience,FsF-A1-03D,14
Journal of Neuroscience,FsF-R1.1-01M,14
Journal of Neuroscience,FsF-R1.3-02D,14
Journal of Neuroscience,FsF-I3-01M,1
WBI Studies Repository,FsF-F3-01M,1
WBI Studies Repository,FsF-A1-01M,1
WBI Studies Repository,FsF-A1-03D,1
WBI Studies Repository,FsF-R1.1-01M,1
WBI Studies Repository,FsF-R1.3-02D,1
WellBeing International Publications,FsF-F3-01M,2
WellBeing International Publications,FsF-A1-01M,2
WellBeing International Publications,FsF-A1-03D,2
WellBeing International Publications,FsF-R1.1-01M,2
WellBeing International Publications,FsF-R1.3-02D,2
Wiley,FsF-F3-01M,328
Wiley,FsF-F4-01M,300
Wiley,FsF-A1-01M,324
Wiley,FsF-A1-03D,328
Wiley,FsF-R1-01MD,300
Wiley,FsF-R1.1-01M,328
Wiley,FsF-R1.3-02D,328
American Society for Microbiology,FsF-F3-01M,65
American Society for Microbiology,FsF-F4-01M,62
American Society for Microbiology,FsF-A1-01M,64
American Society for Microbiology,FsF-A1-03D,65
American Society for Microbiology,FsF-R1-01MD,62
American Society for Microbiology,FsF-R1.1-01M,65
American Society for Microbiology,FsF-R1.3-02D,65
Journal of Computational Biology,FsF-F3-01M,2
Journal of Computational Biology,FsF-A1-01M,1
Journal of Computational Biology,FsF-A1-03D,2
Journal of Computational Biology,FsF-R1.1-01M,2
Journal of Computational Biology,FsF-R1.3-02D,2
Springer US,FsF-F3-01M,71
Springer US,FsF-A1-03D,71
Springer US,FsF-R1.1-01M,63
Springer US,FsF-R1.3-02D,71
Springer US,FsF-A1-01M,31
AIP Publishing,FsF-F3-01M,28
AIP Publishing,FsF-A1-01M,28
AIP Publishing,FsF-A1-03D,28
AIP Publishing,FsF-R1.1-01M,28
AIP Publishing,FsF-R1.3-02D,28
AIP Publishing,FsF-F4-01M,8
AIP Publishing,FsF-R1-01MD,8
"eLife Sciences Publications, Ltd",FsF-F3-01M,252
"eLife Sciences Publications, Ltd",FsF-A1-03D,252
"eLife Sciences Publications, Ltd",FsF-R1.1-01M,252
"eLife Sciences Publications, Ltd",FsF-R1.3-02D,252
eLife Sciences Publications Limited,FsF-F3-01M,84
eLife Sciences Publications Limited,FsF-A1-03D,84
eLife Sciences Publications Limited,FsF-R1.1-01M,84
eLife Sciences Publications Limited,FsF-R1.3-02D,84
eLife,FsF-F3-01M,84
eLife,FsF-A1-03D,84
eLife,FsF-R1.1-01M,84
eLife,FsF-R1.3-02D,84
Multidisciplinary Digital Publishing Institute,FsF-F3-01M,30
Multidisciplinary Digital Publishing Institute,FsF-A1-01M,30
Multidisciplinary Digital Publishing Institute,FsF-A1-03D,30
Multidisciplinary Digital Publishing Institute,FsF-R1.1-01M,30
Multidisciplinary Digital Publishing Institute,FsF-R1.3-02D,30
MDPI,FsF-F3-01M,10
MDPI,FsF-A1-01M,10
MDPI,FsF-A1-03D,10
MDPI,FsF-R1.1-01M,10
MDPI,FsF-R1.3-02D,10
MDPI AG,FsF-F3-01M,16
MDPI AG,FsF-A1-01M,16
MDPI AG,FsF-A1-03D,16
MDPI AG,FsF-R1.1-01M,16
MDPI AG,FsF-R1.3-02D,16
American Association for the Advancement of Science (AAAS),FsF-F3-01M,120
American Association for the Advancement of Science (AAAS),FsF-F4-01M,116
American Association for the Advancement of Science (AAAS),FsF-A1-01M,116
American Association for the Advancement of Science (AAAS),FsF-A1-03D,120
American Association for the Advancement of Science (AAAS),FsF-R1-01MD,116
American Association for the Advancement of Science (AAAS),FsF-R1.1-01M,120
American Association for the Advancement of Science (AAAS),FsF-R1.3-02D,120
SAGE Publications,FsF-F3-01M,7
SAGE Publications,FsF-F4-01M,5
SAGE Publications,FsF-A1-01M,7
SAGE Publications,FsF-A1-03D,7
SAGE Publications,FsF-R1-01MD,5
SAGE Publications,FsF-R1.1-01M,7
SAGE Publications,FsF-R1.3-02D,7
Rockefeller University Press,FsF-F3-01M,262
Rockefeller University Press,FsF-F4-01M,48
Rockefeller University Press,FsF-A1-01M,262
Rockefeller University Press,FsF-A1-03D,262
Rockefeller University Press,FsF-R1-01MD,48
Rockefeller University Press,FsF-R1.1-01M,262
Rockefeller University Press,FsF-R1.3-02D,262
American Society of Hematology,FsF-F3-01M,57
American Society of Hematology,FsF-F4-01M,29
American Society of Hematology,FsF-A1-01M,57
American Society of Hematology,FsF-A1-03D,57
American Society of Hematology,FsF-R1-01MD,29
American Society of Hematology,FsF-R1.1-01M,57
American Society of Hematology,FsF-R1.3-02D,57
The EMBO Journal,FsF-F3-01M,120
The EMBO Journal,FsF-A1-03D,120
The EMBO Journal,FsF-R1.1-01M,120
The EMBO Journal,FsF-R1.3-02D,120
International Union of Crystallography,FsF-F3-01M,284
International Union of Crystallography,FsF-A1-03D,284
International Union of Crystallography,FsF-R1.1-01M,284
International Union of Crystallography,FsF-R1.3-02D,284
International Union of Crystallography,FsF-R1-01MD,124
International Union of Crystallography,FsF-A1-01M,100
Acta Crystallographica Section B,FsF-F3-01M,4
Acta Crystallographica Section B,FsF-A1-03D,4
Acta Crystallographica Section B,FsF-R1.1-01M,4
Acta Crystallographica Section B,FsF-R1.3-02D,4
BioMed Central,FsF-F3-01M,1439
BioMed Central,FsF-A1-03D,1439
BioMed Central,FsF-R1.3-02D,1439
BioMed Central,FsF-R1.1-01M,112
The Royal Society,FsF-F3-01M,21
The Royal Society,FsF-F4-01M,18
The Royal Society,FsF-A1-01M,18
The Royal Society,FsF-A1-03D,21
The Royal Society,FsF-R1-01MD,18
The Royal Society,FsF-R1.1-01M,21
The Royal Society,FsF-R1.3-02D,21
Proceedings of the National Academy of Sciences,FsF-F3-01M,105
Proceedings of the National Academy of Sciences,FsF-F4-01M,86
Proceedings of the National Academy of Sciences,FsF-A1-01M,100
Proceedings of the National Academy of Sciences,FsF-A1-03D,105
Proceedings of the National Academy of Sciences,FsF-R1-01MD,86
Proceedings of the National Academy of Sciences,FsF-R1.1-01M,105
Proceedings of the National Academy of Sciences,FsF-R1.3-02D,105
The Rockefeller University Press,FsF-F3-01M,134
The Rockefeller University Press,FsF-A1-01M,134
The Rockefeller University Press,FsF-A1-03D,134
The Rockefeller University Press,FsF-R1.1-01M,134
The Rockefeller University Press,FsF-R1.3-02D,134
The Rockefeller University Press,FsF-I3-01M,8
Springer-Verlag,FsF-F3-01M,181
Springer-Verlag,FsF-A1-03D,181
Springer-Verlag,FsF-R1.1-01M,172
Springer-Verlag,FsF-R1.3-02D,181
Springer-Verlag,FsF-A1-01M,4
The Company of Biologists,FsF-F3-01M,328
The Company of Biologists,FsF-F4-01M,41
The Company of Biologists,FsF-A1-01M,328
The Company of Biologists,FsF-A1-03D,328
The Company of Biologists,FsF-R1-01MD,41
The Company of Biologists,FsF-R1.1-01M,328
The Company of Biologists,FsF-R1.3-02D,328
Kluwer Academic Publishers-Plenum Publishers,FsF-F3-01M,14
Kluwer Academic Publishers-Plenum Publishers,FsF-A1-03D,14
Kluwer Academic Publishers-Plenum Publishers,FsF-R1.1-01M,14
Kluwer Academic Publishers-Plenum Publishers,FsF-R1.3-02D,14
National Academy of Sciences,FsF-F3-01M,9
National Academy of Sciences,FsF-A1-03D,9
National Academy of Sciences,FsF-R1.1-01M,9
National Academy of Sciences,FsF-R1.3-02D,9
National Academy of Sciences,FsF-A1-01M,5
PNAS,FsF-F3-01M,15
PNAS,FsF-A1-03D,15
PNAS,FsF-R1.1-01M,15
PNAS,FsF-R1.3-02D,15
PNAS,FsF-A1-01M,10
Annual Reviews,FsF-F3-01M,102
Annual Reviews,FsF-A1-01M,102
Annual Reviews,FsF-A1-03D,102
Annual Reviews,FsF-I3-01M,26
Annual Reviews,FsF-R1.1-01M,102
Annual Reviews,FsF-R1.3-02D,102
Cold Spring Harbor Laboratory,FsF-F3-01M,264
Cold Spring Harbor Laboratory,FsF-F4-01M,158
Cold Spring Harbor Laboratory,FsF-A1-01M,188
Cold Spring Harbor Laboratory,FsF-A1-03D,264
Cold Spring Harbor Laboratory,FsF-R1-01MD,174
Cold Spring Harbor Laboratory,FsF-R1.1-01M,264
Cold Spring Harbor Laboratory,FsF-R1.3-02D,264
Cold Spring Harbor Laboratory,FsF-I3-01M,43
American Chemical Society (ACS),FsF-F3-01M,130
American Chemical Society (ACS),FsF-F4-01M,120
American Chemical Society (ACS),FsF-A1-01M,124
American Chemical Society (ACS),FsF-A1-03D,130
American Chemical Society (ACS),FsF-R1-01MD,120
American Chemical Society (ACS),FsF-R1.1-01M,130
American Chemical Society (ACS),FsF-R1.3-02D,130
American Association of Immunologists,FsF-F3-01M,15
American Association of Immunologists,FsF-A1-01M,15
American Association of Immunologists,FsF-A1-03D,15
American Association of Immunologists,FsF-R1.1-01M,15
American Association of Immunologists,FsF-R1.3-02D,15
Informa UK Limited,FsF-F3-01M,47
Informa UK Limited,FsF-F4-01M,45
Informa UK Limited,FsF-A1-01M,47
Informa UK Limited,FsF-A1-03D,47
Informa UK Limited,FsF-R1-01MD,45
Informa UK Limited,FsF-R1.1-01M,47
Informa UK Limited,FsF-R1.3-02D,47
"Mary Ann Liebert, Inc.  2 Madison Avenue Larchmont, NY 10538 USA",FsF-F3-01M,7
"Mary Ann Liebert, Inc.  2 Madison Avenue Larchmont, NY 10538 USA",FsF-A1-01M,7
"Mary Ann Liebert, Inc.  2 Madison Avenue Larchmont, NY 10538 USA",FsF-A1-03D,7
"Mary Ann Liebert, Inc.  2 Madison Avenue Larchmont, NY 10538 USA",FsF-R1.1-01M,7
"Mary Ann Liebert, Inc.  2 Madison Avenue Larchmont, NY 10538 USA",FsF-R1.3-02D,7
OMICS: A Journal of Integrative Biology,FsF-F3-01M,10
OMICS: A Journal of Integrative Biology,FsF-A1-01M,10
OMICS: A Journal of Integrative Biology,FsF-A1-03D,10
OMICS: A Journal of Integrative Biology,FsF-R1.1-01M,10
OMICS: A Journal of Integrative Biology,FsF-R1.3-02D,10
Mary Ann Liebert Inc,FsF-F3-01M,20
Mary Ann Liebert Inc,FsF-A1-01M,18
Mary Ann Liebert Inc,FsF-A1-03D,20
Mary Ann Liebert Inc,FsF-R1.1-01M,20
Mary Ann Liebert Inc,FsF-R1.3-02D,20
Mary Ann Liebert Inc,FsF-F4-01M,2
Mary Ann Liebert Inc,FsF-R1-01MD,2
S. Karger AG,FsF-F3-01M,8
S. Karger AG,FsF-F4-01M,1
S. Karger AG,FsF-A1-01M,8
S. Karger AG,FsF-A1-03D,8
S. Karger AG,FsF-R1-01MD,1
S. Karger AG,FsF-R1.1-01M,8
S. Karger AG,FsF-R1.3-02D,8
Cold Spring Harbor Laboratory Press,FsF-F3-01M,13
Cold Spring Harbor Laboratory Press,FsF-A1-01M,13
Cold Spring Harbor Laboratory Press,FsF-A1-03D,13
Cold Spring Harbor Laboratory Press,FsF-R1.1-01M,13
Cold Spring Harbor Laboratory Press,FsF-R1.3-02D,13
Cold Spring Harbor Laboratory Press,FsF-I3-01M,6
Cold Spring Harbor Lab,FsF-F3-01M,12
Cold Spring Harbor Lab,FsF-A1-01M,12
Cold Spring Harbor Lab,FsF-A1-03D,12
Cold Spring Harbor Lab,FsF-R1.1-01M,12
Cold Spring Harbor Lab,FsF-R1.3-02D,12
Cold Spring Harbor Lab,FsF-I3-01M,5
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-F3-01M,4
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-A1-03D,4
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-R1.1-01M,4
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-R1.3-02D,4
"Mary Ann Liebert, Inc.  140 Huguenot Street, 3rd Floor New Rochelle, NY 10801 USA",FsF-A1-01M,1
Antioxidants & Redox Signaling,FsF-F3-01M,1
Antioxidants & Redox Signaling,FsF-A1-03D,1
Antioxidants & Redox Signaling,FsF-R1.1-01M,1
Antioxidants & Redox Signaling,FsF-R1.3-02D,1
DNA and Cell Biology,FsF-F3-01M,1
DNA and Cell Biology,FsF-A1-01M,1
DNA and Cell Biology,FsF-A1-03D,1
DNA and Cell Biology,FsF-R1.1-01M,1
DNA and Cell Biology,FsF-R1.3-02D,1
The Royal Society of Chemistry,FsF-F3-01M,58
The Royal Society of Chemistry,FsF-A1-03D,58
The Royal Society of Chemistry,FsF-R1.1-01M,58
The Royal Society of Chemistry,FsF-R1.3-02D,58
Humana Press,FsF-F3-01M,47
Humana Press,FsF-A1-01M,45
Humana Press,FsF-A1-03D,47
Humana Press,FsF-R1.1-01M,47
Humana Press,FsF-R1.3-02D,47
Springer International Publishing,FsF-F3-01M,41
Springer International Publishing,FsF-A1-01M,4
Springer International Publishing,FsF-A1-03D,41
Springer International Publishing,FsF-R1.1-01M,17
Springer International Publishing,FsF-R1.3-02D,41
"Springer, Cham",FsF-F3-01M,3
"Springer, Cham",FsF-A1-01M,2
"Springer, Cham",FsF-A1-03D,3
"Springer, Cham",FsF-R1.1-01M,3
"Springer, Cham",FsF-R1.3-02D,3
Springer Netherlands,FsF-F3-01M,42
Springer Netherlands,FsF-A1-03D,42
Springer Netherlands,FsF-R1.3-02D,42
Springer Netherlands,FsF-R1.1-01M,32
Springer Netherlands,FsF-A1-01M,8
Portland Press,FsF-F3-01M,36
Portland Press,FsF-A1-01M,36
Portland Press,FsF-A1-03D,36
Portland Press,FsF-R1.1-01M,36
Portland Press,FsF-R1.3-02D,36
Portland Press Ltd.,FsF-F3-01M,15
Portland Press Ltd.,FsF-A1-01M,15
Portland Press Ltd.,FsF-A1-03D,15
Portland Press Ltd.,FsF-R1.1-01M,15
Portland Press Ltd.,FsF-R1.3-02D,15
Portland Press Ltd.,FsF-F4-01M,7
Portland Press Ltd.,FsF-R1-01MD,7
Optica Publishing Group,FsF-F3-01M,52
Optica Publishing Group,FsF-A1-03D,52
Optica Publishing Group,FsF-R1.1-01M,52
Optica Publishing Group,FsF-R1.3-02D,52
Optica Publishing Group,FsF-F4-01M,12
Optica Publishing Group,FsF-A1-01M,12
Optica Publishing Group,FsF-R1-01MD,12
Journal of Synchrotron Radiation,FsF-F3-01M,12
Journal of Synchrotron Radiation,FsF-A1-03D,12
Journal of Synchrotron Radiation,FsF-R1.1-01M,12
Journal of Synchrotron Radiation,FsF-R1.3-02D,12
Journal of Synchrotron Radiation,FsF-A1-01M,4
Acta Crystallographica Section D,FsF-F3-01M,41
Acta Crystallographica Section D,FsF-A1-03D,41
Acta Crystallographica Section D,FsF-R1.1-01M,41
Acta Crystallographica Section D,FsF-R1.3-02D,41
Acta Crystallographica Section D,FsF-A1-01M,3
"John Wiley & Sons, LtdChichester, UK",FsF-F3-01M,120
"John Wiley & Sons, LtdChichester, UK",FsF-A1-03D,120
"John Wiley & Sons, LtdChichester, UK",FsF-R1.1-01M,120
"John Wiley & Sons, LtdChichester, UK",FsF-R1.3-02D,120
American Society for Cell Biology (ASCB),FsF-F3-01M,6
American Society for Cell Biology (ASCB),FsF-F4-01M,6
American Society for Cell Biology (ASCB),FsF-A1-01M,6
American Society for Cell Biology (ASCB),FsF-A1-03D,6
American Society for Cell Biology (ASCB),FsF-R1-01MD,6
American Society for Cell Biology (ASCB),FsF-R1.1-01M,6
American Society for Cell Biology (ASCB),FsF-R1.3-02D,6
http://www.eurekaselect.com,FsF-F3-01M,3
http://www.eurekaselect.com,FsF-A1-01M,3
http://www.eurekaselect.com,FsF-A1-03D,3
http://www.eurekaselect.com,FsF-I3-01M,2
http://www.eurekaselect.com,FsF-R1.1-01M,3
http://www.eurekaselect.com,FsF-R1.3-02D,3
Ferrata Storti Foundation (Haematologica),FsF-F3-01M,10
Ferrata Storti Foundation (Haematologica),FsF-A1-03D,10
Ferrata Storti Foundation (Haematologica),FsF-R1.1-01M,10
Ferrata Storti Foundation (Haematologica),FsF-R1.3-02D,10
American Physical Society (APS),FsF-F3-01M,4
American Physical Society (APS),FsF-F4-01M,4
American Physical Society (APS),FsF-A1-01M,4
American Physical Society (APS),FsF-A1-03D,4
American Physical Society (APS),FsF-R1-01MD,4
American Physical Society (APS),FsF-R1.1-01M,4
American Physical Society (APS),FsF-R1.3-02D,4
LWW,FsF-F3-01M,8
LWW,FsF-F4-01M,8
LWW,FsF-A1-01M,8
LWW,FsF-A1-03D,8
LWW,FsF-R1.1-01M,8
LWW,FsF-R1.3-02D,8
LWW,FsF-I3-01M,2
Ovid Technologies (Wolters Kluwer Health),FsF-F3-01M,19
Ovid Technologies (Wolters Kluwer Health),FsF-F4-01M,17
Ovid Technologies (Wolters Kluwer Health),FsF-A1-01M,17
Ovid Technologies (Wolters Kluwer Health),FsF-A1-03D,19
Ovid Technologies (Wolters Kluwer Health),FsF-R1.1-01M,19
Ovid Technologies (Wolters Kluwer Health),FsF-R1.3-02D,19
Ovid Technologies (Wolters Kluwer Health),FsF-R1-01MD,5
etj,FsF-F3-01M,1
etj,FsF-A1-01M,1
etj,FsF-A1-03D,1
etj,FsF-R1.1-01M,1
etj,FsF-R1.3-02D,1
Bioscientifica,FsF-F3-01M,2
Bioscientifica,FsF-A1-01M,2
Bioscientifica,FsF-A1-03D,2
Bioscientifica,FsF-R1.1-01M,2
Bioscientifica,FsF-R1.3-02D,2
Springer New York,FsF-F3-01M,32
Springer New York,FsF-A1-01M,29
Springer New York,FsF-A1-03D,32
Springer New York,FsF-R1.1-01M,32
Springer New York,FsF-R1.3-02D,32
"Springer, New York, NY",FsF-F3-01M,9
"Springer, New York, NY",FsF-A1-01M,9
"Springer, New York, NY",FsF-A1-03D,9
"Springer, New York, NY",FsF-R1.1-01M,9
"Springer, New York, NY",FsF-R1.3-02D,9
"Humana Press, Totowa, NJ",FsF-F3-01M,5
"Humana Press, Totowa, NJ",FsF-A1-01M,5
"Humana Press, Totowa, NJ",FsF-A1-03D,5
"Humana Press, Totowa, NJ",FsF-R1.1-01M,5
"Humana Press, Totowa, NJ",FsF-R1.3-02D,5
Springer Vienna,FsF-F3-01M,6
Springer Vienna,FsF-A1-03D,6
Springer Vienna,FsF-R1.1-01M,4
Springer Vienna,FsF-R1.3-02D,6
"John Wiley & Sons, Ltd",FsF-F3-01M,28
"John Wiley & Sons, Ltd",FsF-A1-01M,28
"John Wiley & Sons, Ltd",FsF-A1-03D,28
"John Wiley & Sons, Ltd",FsF-I1-01M,2
"John Wiley & Sons, Ltd",FsF-I2-01M,2
"John Wiley & Sons, Ltd",FsF-I3-01M,15
"John Wiley & Sons, Ltd",FsF-R1.1-01M,28
"John Wiley & Sons, Ltd",FsF-R1.3-02D,28
Wiley Online Library,FsF-F3-01M,14
Wiley Online Library,FsF-A1-01M,14
Wiley Online Library,FsF-A1-03D,14
Wiley Online Library,FsF-I1-01M,2
Wiley Online Library,FsF-I2-01M,2
Wiley Online Library,FsF-I3-01M,5
Wiley Online Library,FsF-R1.1-01M,14
Wiley Online Library,FsF-R1.3-02D,14
Cambridge University Press,FsF-F3-01M,12
Cambridge University Press,FsF-A1-01M,12
Cambridge University Press,FsF-A1-03D,12
Cambridge University Press,FsF-R1.1-01M,12
Cambridge University Press,FsF-R1.3-02D,12
Cambridge University Press,FsF-I3-01M,1
Cambridge Core,FsF-F3-01M,12
Cambridge Core,FsF-A1-01M,12
Cambridge Core,FsF-A1-03D,12
Cambridge Core,FsF-R1.1-01M,12
Cambridge Core,FsF-R1.3-02D,12
Cambridge Core,FsF-I3-01M,1
De Gruyter,FsF-F3-01M,33
De Gruyter,FsF-A1-03D,33
De Gruyter,FsF-I3-01M,12
De Gruyter,FsF-R1.1-01M,33
De Gruyter,FsF-R1.3-02D,33
IMR Press,FsF-F3-01M,20
IMR Press,FsF-A1-01M,20
IMR Press,FsF-A1-03D,20
IMR Press,FsF-R1.1-01M,20
IMR Press,FsF-R1.3-02D,20
American Association for Cancer Research,FsF-F3-01M,22
American Association for Cancer Research,FsF-A1-01M,22
American Association for Cancer Research,FsF-A1-03D,22
American Association for Cancer Research,FsF-R1.1-01M,22
American Association for Cancer Research,FsF-R1.3-02D,22
Frontiers,FsF-F3-01M,74
Frontiers,FsF-A1-01M,74
Frontiers,FsF-A1-03D,74
Frontiers,FsF-R1.1-01M,74
Frontiers,FsF-R1.3-02D,74
Frontiers,FsF-I3-01M,24
Frontiers Media SA,FsF-F3-01M,50
Frontiers Media SA,FsF-A1-01M,50
Frontiers Media SA,FsF-A1-03D,50
Frontiers Media SA,FsF-R1.1-01M,50
Frontiers Media SA,FsF-R1.3-02D,50
Springer Berlin Heidelberg,FsF-F3-01M,61
Springer Berlin Heidelberg,FsF-A1-01M,29
Springer Berlin Heidelberg,FsF-A1-03D,61
Springer Berlin Heidelberg,FsF-R1.1-01M,55
Springer Berlin Heidelberg,FsF-R1.3-02D,61
Springer Berlin Heidelberg,FsF-I3-01M,1
"Springer, Berlin, Heidelberg",FsF-F3-01M,17
"Springer, Berlin, Heidelberg",FsF-A1-01M,15
"Springer, Berlin, Heidelberg",FsF-A1-03D,17
"Springer, Berlin, Heidelberg",FsF-R1.1-01M,17
"Springer, Berlin, Heidelberg",FsF-R1.3-02D,17
Bentham Science Publishers Ltd.,FsF-F3-01M,2
Bentham Science Publishers Ltd.,FsF-A1-01M,2
Bentham Science Publishers Ltd.,FsF-A1-03D,2
Bentham Science Publishers Ltd.,FsF-R1.1-01M,2
Bentham Science Publishers Ltd.,FsF-R1.3-02D,2
F1000 Research Limited,FsF-F3-01M,13
F1000 Research Limited,FsF-A1-01M,13
F1000 Research Limited,FsF-A1-03D,13
F1000 Research Limited,FsF-R1.1-01M,13
F1000 Research Limited,FsF-R1.3-02D,13
F1000 Research Ltd,FsF-F3-01M,22
F1000 Research Ltd,FsF-A1-01M,22
F1000 Research Ltd,FsF-A1-03D,22
F1000 Research Ltd,FsF-R1.1-01M,22
F1000 Research Ltd,FsF-R1.3-02D,22
F1000 Research Ltd,FsF-F4-01M,4
F1000 Research Ltd,FsF-R1-01MD,4
BMJ,FsF-F3-01M,6
BMJ,FsF-F4-01M,6
BMJ,FsF-A1-01M,6
BMJ,FsF-A1-03D,6
BMJ,FsF-R1-01MD,6
BMJ,FsF-R1.1-01M,6
BMJ,FsF-R1.3-02D,6
Beilstein-Institut zur Förderung der Chemischen Wissenschaften.,FsF-F3-01M,1
Beilstein-Institut zur Förderung der Chemischen Wissenschaften.,FsF-A1-03D,1
Beilstein-Institut zur Förderung der Chemischen Wissenschaften.,FsF-R1.3-02D,1
Beilstein-Institut,FsF-F3-01M,2
Beilstein-Institut,FsF-A1-03D,2
Beilstein-Institut,FsF-R1.3-02D,2
Beilstein Institut,FsF-F3-01M,2
Beilstein Institut,FsF-A1-03D,2
Beilstein Institut,FsF-R1.3-02D,2
Elsevier,FsF-F3-01M,40
Elsevier,FsF-F4-01M,40
Elsevier,FsF-A1-01M,40
Elsevier,FsF-A1-03D,40
Elsevier,FsF-R1-01MD,40
Elsevier,FsF-R1.1-01M,40
Elsevier,FsF-R1.3-02D,40
Hindawi Limited,FsF-F3-01M,9
Hindawi Limited,FsF-F4-01M,9
Hindawi Limited,FsF-A1-01M,9
Hindawi Limited,FsF-A1-03D,9
Hindawi Limited,FsF-R1-01MD,9
Hindawi Limited,FsF-R1.1-01M,9
Hindawi Limited,FsF-R1.3-02D,9
bioRxiv,FsF-F3-01M,19
bioRxiv,FsF-A1-03D,19
bioRxiv,FsF-R1.1-01M,19
bioRxiv,FsF-R1.3-02D,19
International Union of Crystallography (IUCr),FsF-F3-01M,139
International Union of Crystallography (IUCr),FsF-A1-03D,139
International Union of Crystallography (IUCr),FsF-R1.1-01M,139
International Union of Crystallography (IUCr),FsF-R1.3-02D,139
