publisher,metric,count
Japanese Association for the Study of Pain,FsF-R1.1-01M,2
Japanese Association for the Study of Pain,FsF-R1.3-02D,2
IOP Publishing,FsF-F3-01M,2
IOP Publishing,FsF-F4-01M,2
IOP Publishing,FsF-A1-01M,2
IOP Publishing,FsF-A1-03D,2
IOP Publishing,FsF-R1-01MD,2
IOP Publishing,FsF-R1.1-01M,2
IOP Publishing,FsF-R1.3-02D,2
European Centre for Disease Prevention and Control,FsF-F3-01M,2
European Centre for Disease Prevention and Control,FsF-A1-01M,2
European Centre for Disease Prevention and Control,FsF-A1-03D,2
European Centre for Disease Prevention and Control,FsF-R1.1-01M,2
European Centre for Disease Prevention and Control,FsF-R1.3-02D,2
European Centre for Disease Control and Prevention (ECDC),FsF-F3-01M,2
European Centre for Disease Control and Prevention (ECDC),FsF-A1-01M,2
European Centre for Disease Control and Prevention (ECDC),FsF-A1-03D,2
European Centre for Disease Control and Prevention (ECDC),FsF-R1.1-01M,2
European Centre for Disease Control and Prevention (ECDC),FsF-R1.3-02D,2
mBio,FsF-F3-01M,1
mBio,FsF-A1-03D,1
mBio,FsF-R1.1-01M,1
mBio,FsF-R1.3-02D,1
"Springer, Vienna",FsF-F3-01M,1
"Springer, Vienna",FsF-A1-01M,1
"Springer, Vienna",FsF-A1-03D,1
"Springer, Vienna",FsF-R1.1-01M,1
"Springer, Vienna",FsF-R1.3-02D,1
American Association for the Advancement of Science,FsF-F3-01M,1
American Association for the Advancement of Science,FsF-A1-03D,1
American Association for the Advancement of Science,FsF-R1.1-01M,1
American Association for the Advancement of Science,FsF-R1.3-02D,1
Science Translational Medicine,FsF-F3-01M,1
Science Translational Medicine,FsF-A1-03D,1
Science Translational Medicine,FsF-R1.1-01M,1
Science Translational Medicine,FsF-R1.3-02D,1
Spektrum Akademischer Verlag,FsF-F3-01M,2
Spektrum Akademischer Verlag,FsF-A1-03D,2
Spektrum Akademischer Verlag,FsF-R1.1-01M,2
Spektrum Akademischer Verlag,FsF-R1.3-02D,2
Life Science Alliance,FsF-F3-01M,3
Life Science Alliance,FsF-A1-03D,3
Life Science Alliance,FsF-R1.1-01M,3
Life Science Alliance,FsF-R1.3-02D,3
"Copyright © 2001 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA. Tel.: +1(212) 584-4662",FsF-F3-01M,1
"Copyright © 2001 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA. Tel.: +1(212) 584-4662",FsF-A1-01M,1
"Copyright © 2001 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA. Tel.: +1(212) 584-4662",FsF-A1-03D,1
"Copyright © 2001 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA. Tel.: +1(212) 584-4662",FsF-I3-01M,1
"Copyright © 2001 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA. Tel.: +1(212) 584-4662",FsF-R1.1-01M,1
"Copyright © 2001 by Thieme Medical Publishers, Inc., 333 Seventh Avenue, New York, NY 10001, USA. Tel.: +1(212) 584-4662",FsF-R1.3-02D,1
American Society of Clinical Oncology (ASCO),FsF-F3-01M,1
American Society of Clinical Oncology (ASCO),FsF-F4-01M,1
American Society of Clinical Oncology (ASCO),FsF-A1-01M,1
American Society of Clinical Oncology (ASCO),FsF-A1-03D,1
American Society of Clinical Oncology (ASCO),FsF-R1-01MD,1
American Society of Clinical Oncology (ASCO),FsF-R1.1-01M,1
American Society of Clinical Oncology (ASCO),FsF-R1.3-02D,1
Editorial CSIC,FsF-F3-01M,2
Editorial CSIC,FsF-A1-03D,2
Editorial CSIC,FsF-R1.1-01M,2
Editorial CSIC,FsF-R1.3-02D,2
