publisher,metric,count
Wiley Online Library,FsF-R1.3-02D,440
Wiley Online Library,FsF-I1-01M,17
Wiley Online Library,FsF-I2-01M,17
Frontiers Media SA,FsF-F3-01M,149
Frontiers Media SA,FsF-A1-01M,147
Frontiers Media SA,FsF-A1-03D,149
Frontiers Media SA,FsF-R1.1-01M,149
Frontiers Media SA,FsF-R1.3-02D,149
Frontiers Media SA,FsF-F4-01M,2
Frontiers Media SA,FsF-R1-01MD,2
American Physical Society,FsF-F3-01M,206
American Physical Society,FsF-A1-01M,206
American Physical Society,FsF-A1-03D,206
American Physical Society,FsF-R1.1-01M,206
American Physical Society,FsF-R1.3-02D,206
American Physical Society,FsF-I3-01M,92
Physical Review B,FsF-F3-01M,66
Physical Review B,FsF-A1-01M,66
Physical Review B,FsF-A1-03D,66
Physical Review B,FsF-R1.1-01M,66
Physical Review B,FsF-R1.3-02D,66
Physical Review B,FsF-I3-01M,20
American Physical Society (APS),FsF-F3-01M,381
American Physical Society (APS),FsF-A1-01M,381
American Physical Society (APS),FsF-A1-03D,381
American Physical Society (APS),FsF-R1.1-01M,381
American Physical Society (APS),FsF-R1.3-02D,381
American Physical Society (APS),FsF-F4-01M,153
American Physical Society (APS),FsF-R1-01MD,153
Nature Publishing Group UK,FsF-F3-01M,325
Nature Publishing Group UK,FsF-A1-03D,325
Nature Publishing Group UK,FsF-R1.1-01M,180
Nature Publishing Group UK,FsF-R1.3-02D,325
Nature Publishing Group,FsF-F3-01M,719
Nature Publishing Group,FsF-A1-03D,719
Nature Publishing Group,FsF-R1.1-01M,421
Nature Publishing Group,FsF-R1.3-02D,719
Springer Nature,FsF-F3-01M,360
Springer Nature,FsF-A1-03D,360
Springer Nature,FsF-R1.1-01M,210
Springer Nature,FsF-R1.3-02D,360
Nature,FsF-F3-01M,361
Nature,FsF-A1-03D,361
Nature,FsF-R1.1-01M,211
Nature,FsF-R1.3-02D,361
Public Library of Science,FsF-F3-01M,131
Public Library of Science,FsF-A1-01M,131
Public Library of Science,FsF-A1-03D,131
Public Library of Science,FsF-R1.1-01M,131
Public Library of Science,FsF-R1.3-02D,131
Physical Review Letters,FsF-F3-01M,97
Physical Review Letters,FsF-A1-01M,97
Physical Review Letters,FsF-A1-03D,97
Physical Review Letters,FsF-I3-01M,52
Physical Review Letters,FsF-R1.1-01M,97
Physical Review Letters,FsF-R1.3-02D,97
ALTEX Edition,FsF-F3-01M,79
ALTEX Edition,FsF-A1-03D,79
ALTEX Edition,FsF-R1.1-01M,79
ALTEX Edition,FsF-R1.3-02D,79
ALTEX Edition,FsF-F4-01M,1
ALTEX Edition,FsF-A1-01M,1
ALTEX Edition,FsF-R1-01MD,1
Springer Netherlands,FsF-F3-01M,164
Springer Netherlands,FsF-A1-01M,64
Springer Netherlands,FsF-A1-03D,164
Springer Netherlands,FsF-I3-01M,2
Springer Netherlands,FsF-R1.1-01M,148
Springer Netherlands,FsF-R1.3-02D,164
American Association for the Advancement of Science (AAAS),FsF-F3-01M,63
American Association for the Advancement of Science (AAAS),FsF-F4-01M,19
American Association for the Advancement of Science (AAAS),FsF-A1-01M,23
American Association for the Advancement of Science (AAAS),FsF-A1-03D,63
American Association for the Advancement of Science (AAAS),FsF-R1-01MD,19
American Association for the Advancement of Science (AAAS),FsF-R1.1-01M,63
American Association for the Advancement of Science (AAAS),FsF-R1.3-02D,63
Nature Publishing Group US,FsF-F3-01M,29
Nature Publishing Group US,FsF-A1-03D,29
Nature Publishing Group US,FsF-R1.1-01M,27
Nature Publishing Group US,FsF-R1.3-02D,29
Society for Neuroscience,FsF-F3-01M,141
Society for Neuroscience,FsF-A1-03D,141
Society for Neuroscience,FsF-R1.1-01M,141
Society for Neuroscience,FsF-R1.3-02D,141
Society for Neuroscience,FsF-A1-01M,7
Society for Neuroscience,FsF-R1-01MD,7
Society for Neuroscience,FsF-F4-01M,1
Journal of Neuroscience,FsF-F3-01M,36
Journal of Neuroscience,FsF-A1-03D,36
Journal of Neuroscience,FsF-R1.1-01M,36
Journal of Neuroscience,FsF-R1.3-02D,36
SAGE Publications,FsF-F3-01M,170
SAGE Publications,FsF-F4-01M,54
SAGE Publications,FsF-A1-01M,80
SAGE Publications,FsF-A1-03D,170
SAGE Publications,FsF-R1-01MD,54
SAGE Publications,FsF-R1.1-01M,164
SAGE Publications,FsF-R1.3-02D,170
Springer International Publishing,FsF-F3-01M,95
Springer International Publishing,FsF-A1-01M,55
Springer International Publishing,FsF-A1-03D,95
Springer International Publishing,FsF-R1.1-01M,90
Springer International Publishing,FsF-R1.3-02D,95
Springer International Publishing,FsF-I3-01M,1
"Birkhäuser, Cham",FsF-F3-01M,1
"Birkhäuser, Cham",FsF-A1-01M,1
"Birkhäuser, Cham",FsF-A1-03D,1
"Birkhäuser, Cham",FsF-R1.1-01M,1
"Birkhäuser, Cham",FsF-R1.3-02D,1
Springer Berlin Heidelberg,FsF-F3-01M,415
Springer Berlin Heidelberg,FsF-A1-03D,415
Springer Berlin Heidelberg,FsF-R1.3-02D,415
Springer Berlin Heidelberg,FsF-A1-01M,183
Springer Berlin Heidelberg,FsF-R1.1-01M,351
Springer Berlin Heidelberg,FsF-I3-01M,17
AIP Publishing,FsF-F3-01M,417
AIP Publishing,FsF-A1-01M,417
AIP Publishing,FsF-A1-03D,417
AIP Publishing,FsF-R1.1-01M,417
AIP Publishing,FsF-R1.3-02D,417
AIP Publishing,FsF-F4-01M,11
AIP Publishing,FsF-R1-01MD,11
The Royal SocietyLondon,FsF-F3-01M,10
The Royal SocietyLondon,FsF-A1-03D,10
The Royal SocietyLondon,FsF-I3-01M,5
The Royal SocietyLondon,FsF-R1.1-01M,10
The Royal SocietyLondon,FsF-R1.3-02D,10
Proceedings of the Royal Society of London. Series B. Biological Sciences,FsF-F3-01M,2
Proceedings of the Royal Society of London. Series B. Biological Sciences,FsF-A1-03D,2
Proceedings of the Royal Society of London. Series B. Biological Sciences,FsF-I3-01M,1
Proceedings of the Royal Society of London. Series B. Biological Sciences,FsF-R1.1-01M,2
Proceedings of the Royal Society of London. Series B. Biological Sciences,FsF-R1.3-02D,2
ACM Other conferences,FsF-F3-01M,13
ACM Other conferences,FsF-A1-01M,13
ACM Other conferences,FsF-A1-03D,13
ACM Other conferences,FsF-R1.1-01M,13
ACM Other conferences,FsF-R1.3-02D,13
ACM,FsF-F3-01M,144
ACM,FsF-A1-01M,144
ACM,FsF-A1-03D,144
ACM,FsF-R1.1-01M,144
ACM,FsF-R1.3-02D,144
ACM,FsF-F4-01M,2
ACM,FsF-I3-01M,2
ACM,FsF-R1-01MD,2
"SAGE PublicationsSage UK: London, England",FsF-F3-01M,69
"SAGE PublicationsSage UK: London, England",FsF-A1-03D,69
"SAGE PublicationsSage UK: London, England",FsF-R1.1-01M,66
"SAGE PublicationsSage UK: London, England",FsF-R1.3-02D,69
Sage Journals,FsF-F3-01M,140
Sage Journals,FsF-A1-03D,140
Sage Journals,FsF-R1.1-01M,134
Sage Journals,FsF-R1.3-02D,140
Sage Journals,FsF-A1-01M,30
ACM Conferences,FsF-F3-01M,63
ACM Conferences,FsF-A1-01M,63
ACM Conferences,FsF-A1-03D,63
ACM Conferences,FsF-R1.1-01M,63
ACM Conferences,FsF-R1.3-02D,63
SPIE,FsF-F3-01M,4
SPIE,FsF-F4-01M,4
SPIE,FsF-A1-01M,4
SPIE,FsF-A1-03D,4
SPIE,FsF-R1-01MD,4
SPIE,FsF-R1.1-01M,4
SPIE,FsF-R1.3-02D,4
The Royal Society,FsF-F3-01M,142
The Royal Society,FsF-F4-01M,29
The Royal Society,FsF-A1-01M,50
The Royal Society,FsF-A1-03D,142
The Royal Society,FsF-R1-01MD,29
The Royal Society,FsF-R1.1-01M,142
The Royal Society,FsF-R1.3-02D,142
The Royal Society,FsF-I3-01M,12
Public Library of Science (PLoS),FsF-F3-01M,242
Public Library of Science (PLoS),FsF-A1-01M,242
Public Library of Science (PLoS),FsF-A1-03D,242
Public Library of Science (PLoS),FsF-R1.1-01M,242
Public Library of Science (PLoS),FsF-R1.3-02D,242
Optica Publishing Group,FsF-F3-01M,136
Optica Publishing Group,FsF-F4-01M,46
Optica Publishing Group,FsF-A1-01M,46
Optica Publishing Group,FsF-A1-03D,136
Optica Publishing Group,FsF-R1-01MD,46
Optica Publishing Group,FsF-R1.1-01M,136
Optica Publishing Group,FsF-R1.3-02D,136
"Springer, Berlin, Heidelberg",FsF-F3-01M,78
"Springer, Berlin, Heidelberg",FsF-A1-01M,62
"Springer, Berlin, Heidelberg",FsF-A1-03D,78
"Springer, Berlin, Heidelberg",FsF-R1.1-01M,78
"Springer, Berlin, Heidelberg",FsF-R1.3-02D,78
FEBS Press,FsF-F3-01M,133
FEBS Press,FsF-A1-01M,133
FEBS Press,FsF-A1-03D,133
FEBS Press,FsF-I3-01M,94
FEBS Press,FsF-R1.1-01M,133
FEBS Press,FsF-R1.3-02D,133
BioMed Central,FsF-F3-01M,676
BioMed Central,FsF-A1-03D,676
BioMed Central,FsF-R1.3-02D,676
BioMed Central,FsF-R1.1-01M,54
The Advanced Portfolio,FsF-F3-01M,23
The Advanced Portfolio,FsF-A1-01M,23
The Advanced Portfolio,FsF-A1-03D,23
The Advanced Portfolio,FsF-I3-01M,15
The Advanced Portfolio,FsF-R1.1-01M,23
The Advanced Portfolio,FsF-R1.3-02D,23
The Advanced Portfolio,FsF-I1-01M,1
The Advanced Portfolio,FsF-I2-01M,1
The Company of Biologists,FsF-F3-01M,184
The Company of Biologists,FsF-A1-01M,184
The Company of Biologists,FsF-A1-03D,184
The Company of Biologists,FsF-R1.1-01M,184
The Company of Biologists,FsF-R1.3-02D,184
The Company of Biologists,FsF-F4-01M,4
The Company of Biologists,FsF-R1-01MD,4
VS-Verlag,FsF-F3-01M,12
VS-Verlag,FsF-A1-03D,12
VS-Verlag,FsF-R1.1-01M,10
VS-Verlag,FsF-R1.3-02D,12
Canadian Journal of Microbiology,FsF-F3-01M,1
Canadian Journal of Microbiology,FsF-A1-03D,1
Canadian Journal of Microbiology,FsF-R1.1-01M,1
Canadian Journal of Microbiology,FsF-R1.3-02D,1
ASLO,FsF-F3-01M,22
ASLO,FsF-A1-01M,22
ASLO,FsF-A1-03D,22
ASLO,FsF-I3-01M,15
ASLO,FsF-R1.1-01M,22
ASLO,FsF-R1.3-02D,22
Elsevier,FsF-F3-01M,58
Elsevier,FsF-F4-01M,58
Elsevier,FsF-A1-01M,58
Elsevier,FsF-A1-03D,58
Elsevier,FsF-R1-01MD,58
Elsevier,FsF-R1.1-01M,58
Elsevier,FsF-R1.3-02D,58
Marine Biological Laboratory,FsF-F3-01M,2
Marine Biological Laboratory,FsF-A1-01M,1
Marine Biological Laboratory,FsF-A1-03D,2
Marine Biological Laboratory,FsF-R1.1-01M,2
Marine Biological Laboratory,FsF-R1.3-02D,2
The Biological Bulletin,FsF-F3-01M,2
The Biological Bulletin,FsF-A1-01M,1
The Biological Bulletin,FsF-A1-03D,2
The Biological Bulletin,FsF-R1.1-01M,2
The Biological Bulletin,FsF-R1.3-02D,2
"KOF Swiss Economic Institute, ETH Zurich",FsF-F3-01M,4
"KOF Swiss Economic Institute, ETH Zurich",FsF-A1-03D,4
"KOF Swiss Economic Institute, ETH Zurich",FsF-I1-01M,4
"KOF Swiss Economic Institute, ETH Zurich",FsF-I3-01M,4
"KOF Swiss Economic Institute, ETH Zurich",FsF-R1.3-02D,4
ETH Zurich,FsF-F3-01M,5
ETH Zurich,FsF-A1-03D,5
ETH Zurich,FsF-I1-01M,5
ETH Zurich,FsF-I3-01M,5
ETH Zurich,FsF-R1.3-02D,5
Curso de Pós-Graduação em Psicologia da Universidade Federal do Rio Grande do Sul,FsF-F3-01M,1
Curso de Pós-Graduação em Psicologia da Universidade Federal do Rio Grande do Sul,FsF-F4-01M,1
Curso de Pós-Graduação em Psicologia da Universidade Federal do Rio Grande do Sul,FsF-A1-01M,1
Curso de Pós-Graduação em Psicologia da Universidade Federal do Rio Grande do Sul,FsF-A1-03D,1
Curso de Pós-Graduação em Psicologia da Universidade Federal do Rio Grande do Sul,FsF-R1.1-01M,1
Curso de Pós-Graduação em Psicologia da Universidade Federal do Rio Grande do Sul,FsF-R1.3-02D,1
FapUNIFESP (SciELO),FsF-F3-01M,2
FapUNIFESP (SciELO),FsF-F4-01M,2
FapUNIFESP (SciELO),FsF-A1-01M,2
FapUNIFESP (SciELO),FsF-A1-03D,2
FapUNIFESP (SciELO),FsF-R1.1-01M,2
FapUNIFESP (SciELO),FsF-R1.3-02D,2
Kluwer Academic Publishers,FsF-F3-01M,222
Kluwer Academic Publishers,FsF-A1-03D,222
Kluwer Academic Publishers,FsF-R1.1-01M,220
Kluwer Academic Publishers,FsF-R1.3-02D,222
International Union of Crystallography,FsF-F3-01M,30
International Union of Crystallography,FsF-A1-01M,12
International Union of Crystallography,FsF-A1-03D,30
International Union of Crystallography,FsF-R1-01MD,14
International Union of Crystallography,FsF-R1.1-01M,30
International Union of Crystallography,FsF-R1.3-02D,30
International Union of Crystallography (IUCr),FsF-F3-01M,14
International Union of Crystallography (IUCr),FsF-A1-01M,4
International Union of Crystallography (IUCr),FsF-A1-03D,14
International Union of Crystallography (IUCr),FsF-R1-01MD,4
International Union of Crystallography (IUCr),FsF-R1.1-01M,14
International Union of Crystallography (IUCr),FsF-R1.3-02D,14
American Society of Hematology,FsF-F3-01M,15
American Society of Hematology,FsF-A1-01M,15
American Society of Hematology,FsF-A1-03D,15
American Society of Hematology,FsF-R1.1-01M,15
American Society of Hematology,FsF-R1.3-02D,15
American Society of Hematology,FsF-F4-01M,5
American Society of Hematology,FsF-R1-01MD,5
Physical Review E,FsF-F3-01M,14
Physical Review E,FsF-A1-01M,14
Physical Review E,FsF-A1-03D,14
Physical Review E,FsF-R1.1-01M,14
Physical Review E,FsF-R1.3-02D,14
Physical Review E,FsF-I3-01M,9
The Rockefeller University Press,FsF-F3-01M,22
The Rockefeller University Press,FsF-A1-01M,22
The Rockefeller University Press,FsF-A1-03D,22
The Rockefeller University Press,FsF-R1.1-01M,22
The Rockefeller University Press,FsF-R1.3-02D,22
Rockefeller University Press,FsF-F3-01M,44
Rockefeller University Press,FsF-A1-01M,44
Rockefeller University Press,FsF-A1-03D,44
Rockefeller University Press,FsF-R1.1-01M,44
Rockefeller University Press,FsF-R1.3-02D,44
Rockefeller University Press,FsF-F4-01M,3
Rockefeller University Press,FsF-R1-01MD,3
American Thoracic Society,FsF-F3-01M,8
American Thoracic Society,FsF-F4-01M,3
American Thoracic Society,FsF-A1-01M,3
American Thoracic Society,FsF-A1-03D,8
American Thoracic Society,FsF-R1-01MD,8
American Thoracic Society,FsF-R1.1-01M,8
American Thoracic Society,FsF-R1.3-02D,8
Proceedings of the Royal Society B: Biological Sciences,FsF-F3-01M,21
Proceedings of the Royal Society B: Biological Sciences,FsF-A1-03D,21
Proceedings of the Royal Society B: Biological Sciences,FsF-R1.1-01M,21
Proceedings of the Royal Society B: Biological Sciences,FsF-R1.3-02D,21
Proceedings of the Royal Society B: Biological Sciences,FsF-I3-01M,3
Proceedings of the Royal Society B: Biological Sciences,FsF-A1-01M,1
"ACMPUB27New York, NY, USA",FsF-F3-01M,33
"ACMPUB27New York, NY, USA",FsF-A1-01M,33
"ACMPUB27New York, NY, USA",FsF-A1-03D,33
"ACMPUB27New York, NY, USA",FsF-R1.1-01M,33
"ACMPUB27New York, NY, USA",FsF-R1.3-02D,33
ACM Transactions on Graphics,FsF-F3-01M,21
ACM Transactions on Graphics,FsF-A1-01M,21
ACM Transactions on Graphics,FsF-A1-03D,21
ACM Transactions on Graphics,FsF-R1.1-01M,21
ACM Transactions on Graphics,FsF-R1.3-02D,21
Association for Computing Machinery (ACM),FsF-F3-01M,50
Association for Computing Machinery (ACM),FsF-A1-01M,50
Association for Computing Machinery (ACM),FsF-A1-03D,50
Association for Computing Machinery (ACM),FsF-R1.1-01M,50
Association for Computing Machinery (ACM),FsF-R1.3-02D,50
"eLife Sciences Publications, Ltd",FsF-F3-01M,48
"eLife Sciences Publications, Ltd",FsF-A1-03D,48
"eLife Sciences Publications, Ltd",FsF-R1.1-01M,48
"eLife Sciences Publications, Ltd",FsF-R1.3-02D,48
eLife Sciences Publications Limited,FsF-F3-01M,16
eLife Sciences Publications Limited,FsF-A1-03D,16
eLife Sciences Publications Limited,FsF-R1.1-01M,16
eLife Sciences Publications Limited,FsF-R1.3-02D,16
eLife,FsF-F3-01M,16
eLife,FsF-A1-03D,16
eLife,FsF-R1.1-01M,16
eLife,FsF-R1.3-02D,16
Springer US,FsF-F3-01M,140
Springer US,FsF-A1-03D,140
Springer US,FsF-R1.1-01M,128
Springer US,FsF-R1.3-02D,140
Springer US,FsF-A1-01M,22
Springer US,FsF-I3-01M,1
Cold Spring Harbor Laboratory Press,FsF-F3-01M,7
Cold Spring Harbor Laboratory Press,FsF-A1-01M,7
Cold Spring Harbor Laboratory Press,FsF-A1-03D,7
Cold Spring Harbor Laboratory Press,FsF-R1.1-01M,7
Cold Spring Harbor Laboratory Press,FsF-R1.3-02D,7
Cold Spring Harbor Laboratory Press,FsF-I3-01M,4
Cold Spring Harbor Lab,FsF-F3-01M,6
Cold Spring Harbor Lab,FsF-A1-01M,6
Cold Spring Harbor Lab,FsF-A1-03D,6
Cold Spring Harbor Lab,FsF-R1.1-01M,6
Cold Spring Harbor Lab,FsF-R1.3-02D,6
Cold Spring Harbor Lab,FsF-I3-01M,4
Cold Spring Harbor Laboratory,FsF-F3-01M,31
Cold Spring Harbor Laboratory,FsF-A1-01M,11
Cold Spring Harbor Laboratory,FsF-A1-03D,31
Cold Spring Harbor Laboratory,FsF-R1.1-01M,31
Cold Spring Harbor Laboratory,FsF-R1.3-02D,31
Cold Spring Harbor Laboratory,FsF-F4-01M,3
Cold Spring Harbor Laboratory,FsF-I3-01M,2
Cold Spring Harbor Laboratory,FsF-R1-01MD,5
Environmental Health Perspectives,FsF-F3-01M,6
Environmental Health Perspectives,FsF-A1-01M,6
Environmental Health Perspectives,FsF-A1-03D,6
Environmental Health Perspectives,FsF-R1.1-01M,6
Environmental Health Perspectives,FsF-R1.3-02D,6
Chemistry Europe,FsF-F3-01M,77
Chemistry Europe,FsF-A1-01M,77
Chemistry Europe,FsF-A1-03D,77
Chemistry Europe,FsF-I3-01M,57
Chemistry Europe,FsF-R1.1-01M,77
Chemistry Europe,FsF-R1.3-02D,77
Chemistry Europe,FsF-I1-01M,13
Chemistry Europe,FsF-I2-01M,13
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-F3-01M,11
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-A1-01M,11
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-A1-03D,11
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-R1.1-01M,11
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-R1.3-02D,11
Cambridge University Press,FsF-F3-01M,133
Cambridge University Press,FsF-A1-01M,133
Cambridge University Press,FsF-A1-03D,133
Cambridge University Press,FsF-R1.1-01M,133
Cambridge University Press,FsF-R1.3-02D,133
Cambridge University Press,FsF-I3-01M,20
Cambridge University Press,FsF-F4-01M,1
Cambridge University Press,FsF-R1-01MD,1
Cambridge Core,FsF-F3-01M,98
Cambridge Core,FsF-A1-01M,98
Cambridge Core,FsF-A1-03D,98
Cambridge Core,FsF-R1.1-01M,98
Cambridge Core,FsF-R1.3-02D,98
Cambridge Core,FsF-I3-01M,11
Universitat Autonoma de Barcelona,FsF-F3-01M,2
Universitat Autonoma de Barcelona,FsF-A1-03D,2
Universitat Autonoma de Barcelona,FsF-R1.1-01M,2
Universitat Autonoma de Barcelona,FsF-R1.3-02D,2
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-F3-01M,46
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-A1-03D,46
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-R1.1-01M,43
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-R1.3-02D,46
"SAGE PublicationsSage CA: Los Angeles, CA",FsF-A1-01M,5
The Royal Society Publishing,FsF-F3-01M,4
The Royal Society Publishing,FsF-A1-01M,1
The Royal Society Publishing,FsF-A1-03D,4
The Royal Society Publishing,FsF-I3-01M,3
The Royal Society Publishing,FsF-R1.1-01M,4
The Royal Society Publishing,FsF-R1.3-02D,4
Royal Society Open Science,FsF-F3-01M,3
Royal Society Open Science,FsF-A1-01M,1
Royal Society Open Science,FsF-A1-03D,3
Royal Society Open Science,FsF-I3-01M,1
Royal Society Open Science,FsF-R1.1-01M,3
Royal Society Open Science,FsF-R1.3-02D,3
JMIR mHealth and uHealth,FsF-F3-01M,8
JMIR mHealth and uHealth,FsF-A1-03D,8
JMIR mHealth and uHealth,FsF-R1.1-01M,8
JMIR mHealth and uHealth,FsF-R1.3-02D,8
"JMIR Publications // 130 Queens Quay East, Unit 1100 // Toronto, ON, M5A 0P6",FsF-F3-01M,5
"JMIR Publications // 130 Queens Quay East, Unit 1100 // Toronto, ON, M5A 0P6",FsF-A1-03D,5
"JMIR Publications // 130 Queens Quay East, Unit 1100 // Toronto, ON, M5A 0P6",FsF-R1.1-01M,5
"JMIR Publications // 130 Queens Quay East, Unit 1100 // Toronto, ON, M5A 0P6",FsF-R1.3-02D,5
"JMIR Publications // 130 Queens Quay East, Unit 1100 // Toronto, ON, M5A 0P6",FsF-A1-01M,1
"JMIR Publications Inc., Toronto, Canada",FsF-F3-01M,5
"JMIR Publications Inc., Toronto, Canada",FsF-A1-03D,5
"JMIR Publications Inc., Toronto, Canada",FsF-R1.1-01M,5
